from	to	score
GLUL	GFPT1	952
GLUL	GLDC	904
GLUL	GLS	974
GM2A	ETFA	901
GMPPA	DPM1	922
GMPPB	GMPPA	987
GNAI1	ADCY5	955
GNAI1	AR	904
GNAI1	CDC42	942
GNAI1	EDN1	909
GNAI1	EDNRB	917
GNAI1	GNAI3	986
GNAI1	GNB1	999
GNAI1	HLA-DRB1	900
GNAI1	HRAS	941
GNAI1	INS	900
GNAI1	MAP3K7	914
GNAI1	RAC1	940
GNAI1	SOS1	919
GNAI1	STXBP1	911
GNAI3	ADCY5	933
GNAI3	AR	905
GNAI3	CDC42	946
GNAI3	EDN1	928
GNAI3	EDNRB	917
GNAI3	GNB1	999
GNAI3	HRAS	938
GNAO1	ADCY5	972
GNAO1	ADCY6	943
GNAO1	AR	906
GNAO1	CDC42	951
GNAO1	EDN1	912
GNAO1	EDNRB	920
GNAO1	GNAI1	968
GNAO1	GNAI3	946
GNAO1	GNB1	991
GNAO1	GNB2	912
GNAO1	HLA-DRB1	900
GNAO1	HRAS	941
GNAO1	RAC1	943
GNB2	CACNA2D2	901
GNB2	GNAI1	958
GNB2	GNAI3	974
GNB5	CACNA1C	903
GNB5	CACNA1D	903
GNB5	CACNA2D2	904
GNB5	GNAO1	943
GNB5	PAK1	913
GNPAT	AMACR	964
GNPAT	HMGCL	908
GNPAT	HSD17B4	968
GNPAT	IDH1	908
GNPAT	MPV17	905
GNPAT	PEX5	927
GNPTAB	PSEN1	900
GON7	LAGE3	999
GON7	TP53RK	997
GOSR2	ARF1	980
GOSR2	COG3	908
GOSR2	COG6	936
GOSR2	SEC24D	911
GOSR2	STX5	999
GOT2	ASPA	912
GOT2	CAD	930
GOT2	DDC	912
GOT2	FH	975
GOT2	GPT2	967
GOT2	HPD	923
GOT2	IDH1	957
GOT2	IDH2	962
GOT2	LDHA	931
GOT2	MDH1	978
GOT2	MDH2	996
GOT2	NAGS	912
GOT2	NAT8L	927
GOT2	PAH	925
GOT2	PC	942
GOT2	TH	918
GOT2	TPO	906
GPAA1	PIGK	999
GPAA1	PIGO	950
GPC3	EXT2	947
GPC3	IGF2	990
GPC4	B3GALT6	930
GPC4	EXT1	969
GPC4	EXT2	956
GPHN	GABRA2	952
GPT2	FH	954
GRIA2	ACTN2	917
GRIA2	CAMK2A	969
GRIA2	CAMK2B	964
GRIA2	CAMK2G	931
GRIA2	CTNNB1	922
GRIA2	DLG3	961
GRIA2	GRIA3	995
GRIA2	GRIN1	960
GRIA2	GRIN2A	950
GRIA2	GRIN2B	954
GRIA2	IQSEC1	955
GRIA2	KIF5A	958
GRIA2	KIF5C	915
GRIA2	MECP2	937
GRIA2	NEFL	948
GRIA2	SIN3A	912
GRIA3	NEFL	915
GRIA4	ACTN2	909
GRIA4	AP2M1	915
GRIA4	CAMK2A	964
GRIA4	CAMK2B	946
GRIA4	CAMK2G	936
GRIA4	DLG3	953
GRIA4	EPB41L1	974
GRIA4	GRIA2	958
GRIA4	NEFL	927
GRIN1	ACTN2	922
GRIN1	CAMK2A	951
GRIN1	DLG3	945
GRIN1	GRIN2A	999
GRIN1	GRIN2B	999
GRIN1	HRAS	938
GRIN1	SYNGAP1	917
GRIN2A	CAMK2A	919
GRIN2A	GRIN2B	975
GRIN2A	MECP2	944
GRIN2A	RELN	958
GRIN2D	GRIA2	931
GRIN2D	GRIN1	963
GRIN2D	GRIN2A	911
GRIN2D	GRIN2B	911
GRIN2D	HRAS	927
GRIN2D	NRAS	912
GRM1	CAMK2A	923
GRM1	CAMK2B	915
GRM1	CASR	980
GRM1	GABBR1	930
GSS	GPX4	944
GTF2E2	ERCC2	999
GTF2E2	GTF2H5	998
GTF2E2	POLR2A	997
GTF2E2	TAF1	942
GTF2E2	TAF2	938
GTF2E2	TAF6	958
GTF2E2	TAF8	949
GTF2E2	TBP	996
GTF2H5	POLR2A	965
GTPBP3	MTO1	998
GUCY2D	ITPA	900
GUCY2D	NUDT2	901
GUCY2D	RD3	916
H3-3A	ATRX	999
H3-3A	BPTF	990
H3-3A	CHD1	921
H3-3A	DNMT3A	942
H3-3A	HIRA	957
H3-3A	SMARCA4	934
H4C5	ACTB	940
H4C5	ARID1A	904
H4C5	BPTF	910
H4C5	BRD4	997
H4C5	CHD4	945
H4C5	CREBBP	984
H4C5	DDB1	934
H4C5	DDB2	925
H4C5	EED	906
H4C5	EP300	974
H4C5	H1-4	965
H4C5	H3-3A	998
H4C5	KMT2A	957
H4C5	KMT2C	961
H4C5	MSL3	964
H4C5	NSD2	949
H4C5	SETD2	984
H4C5	SMARCA4	946
HACD1	ELOVL4	909
HACE1	RAC1	906
HADHA	ACADVL	995
HADHA	IVD	944
HADHB	ACADM	927
HADHB	ACADSB	972
HADHB	ACADVL	987
HADHB	ACAT2	924
HADHB	ALDH6A1	919
HADHB	ECHS1	926
HADHB	ETFDH	940
HADHB	HADH	994
HADHB	HADHA	999
HADHB	HMGCL	944
HADHB	PCCA	940
HADHB	PCCB	936
HADHB	SUCLG1	926
HBA1	CYB5R3	904
HBA1	RPS20	923
HBA2	HBA1	995
HBA2	RPS20	923
HBA2	RPS23	923
HCFC1	ASXL1	972
HCFC1	BAP1	999
HCFC1	CHD8	944
HCFC1	KMT2A	988
HCFC1	RNF2	929
HCFC1	SIN3A	945
HCFC1	TAF1	911
HCFC1	TAF6	912
HDAC4	CAMK2A	906
HDAC4	MEF2C	998
HDAC4	NUP214	927
HDAC4	NUP54	911
HDAC4	NUP62	913
HDAC4	RANBP2	970
HDAC4	RFXANK	992
HDAC4	TPR	913
HDAC4	YWHAG	957
HDAC8	STAG1	939
HEXA	GLB1	969
HEXA	GM2A	989
HEXA	NAGA	963
HEXA	ST3GAL5	921
HEXB	GLB1	962
HEXB	GM2A	976
HEXB	HEXA	988
HEXB	NAGA	958
HEXB	ST3GAL5	906
HIBCH	ALDH6A1	922
HIBCH	ECHS1	959
HIBCH	HADHA	918
HIBCH	MRPS14	929
HIBCH	MRPS16	937
HIBCH	MRPS2	952
HIKESHI	NUP214	906
HIKESHI	NUP62	931
HIKESHI	RANBP2	914
HIKESHI	TPR	902
HIRA	RB1	902
HIRA	TP53	926
HK1	FBP1	959
HLA-DRB1	GNAI3	900
HLA-DRB1	GNB1	901
HLCS	ACACA	990
HLCS	BTD	985
HLCS	PCCB	965
HMBS	ALAD	997
HMGCL	AMACR	917
HMGCL	AUH	969
HMGCL	HSD17B4	966
HMGCL	IDH1	929
HMGCL	MPV17	902
HNF1A	CREBBP	983
HNF1A	CTBP1	902
HNF1A	CTNNB1	981
HNF1A	EP300	957
HNF1A	HNF4A	989
HNF1A	PCBD1	998
HNF1A	SMAD4	913
HNF4A	CTNNB1	996
HNF4A	SMAD4	996
HNRNPA1	DHX9	938
HNRNPA1	HNRNPC	999
HNRNPA1	HNRNPH1	999
HNRNPA1	HNRNPH2	983
HNRNPA1	HNRNPK	999
HNRNPA1	MATR3	996
HNRNPA1	RBMX	995
HNRNPA1	TAF15	961
HNRNPC	NUP62	922
HNRNPC	TAF15	939
HNRNPH1	HNRNPC	998
HNRNPH1	HNRNPH2	953
HNRNPH1	HNRNPK	999
HNRNPH1	MATR3	991
HNRNPH1	RBMX	994
HNRNPH1	TAF15	967
HNRNPH2	HNRNPC	957
HNRNPH2	HNRNPK	952
HNRNPK	HNRNPC	998
HNRNPK	PCGF2	903
HNRNPK	TAF15	956
HNRNPU	DHX9	991
HNRNPU	HNRNPA1	996
HNRNPU	HNRNPC	991
HNRNPU	HNRNPH1	995
HNRNPU	HNRNPH2	924
HNRNPU	HNRNPK	994
HNRNPU	MATR3	986
HNRNPU	POLR2A	940
HNRNPU	RBMX	953
HNRNPU	U2AF2	902
HPRT1	AMPD1	934
HPRT1	CANT1	904
HPRT1	ENTPD1	906
HPRT1	IMPDH1	946
HPRT1	IMPDH2	940
HPRT1	ITPA	930
HPRT1	NT5C2	922
HPRT1	PNP	976
HRAS	ACTN2	908
HRAS	BDNF	941
HRAS	GDNF	923
HRAS	GNB1	929
HRAS	GRIN2B	949
HRAS	NEFL	905
HRAS	PPP2CA	935
HRAS	PPP2R5D	915
HRAS	PRRT2	907
HRAS	SPTBN2	908
HRAS	ZMYM2	902
HS2ST1	AGRN	930
HS2ST1	GPC3	943
HS2ST1	GPC4	948
HS2ST1	HSPG2	946
HS6ST1	AGRN	935
HS6ST1	GPC3	946
HS6ST1	GPC4	953
HS6ST1	HS2ST1	974
HS6ST1	HSPG2	947
HSD17B10	ACAT1	935
HSD17B10	ACAT2	918
HSD17B10	AGO2	906
HSD17B10	CLP1	902
HSD17B10	ECHS1	992
HSD17B10	ETFB	902
HSD17B10	HADHA	959
HSD17B10	HADHB	990
HSD17B10	HUWE1	942
HSD17B10	PRORP	999
HSD17B10	TRMT10C	999
HSPD1	ATP5F1A	969
HSPD1	BCS1L	927
HSPD1	DHFR	984
HSPD1	PUF60	947
HSPD1	TOMM40	969
HSPG2	B3GALT6	919
HSPG2	COLQ	974
HSPG2	DAG1	999
HSPG2	EXT1	967
HSPG2	EXT2	953
HTRA2	PINK1	996
HTT	ATXN3	917
HTT	DCTN1	957
HTT	DNM1L	987
HTT	MECP2	975
HTT	OPTN	998
HTT	PRKN	900
HTT	SETD2	994
HTT	SQSTM1	963
HTT	TPR	983
HTT	VCP	958
IARS1	AIMP1	998
IARS1	CARS1	970
IARS1	GARS1	997
IARS1	LARS1	999
IARS1	TARS1	977
IARS1	VARS1	964
IARS1	VARS2	949
IARS2	CARS1	934
IARS2	EARS2	929
IARS2	EPRS1	978
IARS2	LARS1	973
IARS2	PARS2	961
IARS2	RARS2	916
IARS2	TARS1	921
IARS2	TARS2	907
IARS2	YARS1	930
IBA57	ISCA1	993
IBA57	ISCA2	997
IBA57	LYRM4	905
IBA57	NFU1	959
IDH1	HSD17B4	949
IDH2	IDH1	936
IFIH1	RNF216	902
IFIH1	TBK1	948
IFT140	IFT56	957
IFT172	GLI2	951
IFT172	IFT140	983
IFT172	IFT27	967
IFT172	IFT56	971
IFT172	IFT74	979
IFT172	SUFU	981
IFT172	WDR19	970
IFT27	IFT140	985
IFT27	IFT56	953
IFT27	IFT74	977
IFT74	IFT140	963
IFT74	IFT56	983
IFT81	IFT140	983
IFT81	IFT172	995
IFT81	IFT27	992
IFT81	IFT56	990
IFT81	IFT74	999
IFT81	WDR19	929
IMPDH1	AMPD1	940
IMPDH1	ENTPD1	916
IMPDH1	ITPA	949
IMPDH2	AMPD1	949
IMPDH2	ENTPD1	928
IMPDH2	IMPDH1	974
IMPDH2	ITPA	950
IMPDH2	NT5C2	921
INPP5E	ARL13B	926
INPP5E	PTEN	918
INPPL1	MINPP1	915
INPPL1	PIK3CD	939
INPPL1	PIK3CG	933
INPPL1	PTEN	963
INS	CACNA2D2	903
INS	CPE	963
INS	HRAS	964
INS	IGF2	983
INS	KIF5A	901
INS	KIF5C	903
INS	MYO5A	925
INS	PAX6	962
INS	PPP2CA	921
INS	PPP2R5D	903
INS	SOS1	935
INSR	HRAS	953
INSR	IGF2	959
INSR	INS	999
INSR	PPP2CA	911
INSR	PPP2R1A	904
INSR	PPP2R5D	913
INSR	PRKCZ	920
INSR	PTPA	916
INSR	PTPN11	988
INSR	SOS1	928
INTS1	INTS11	997
INTS1	INTS8	995
INTS1	POLR2A	937
INTS1	PPP2CA	934
INTS11	POLR2A	927
INTS8	INTS11	991
IPO8	NUP133	925
IPO8	NUP214	942
IPO8	NUP54	914
IPO8	NUP62	928
IPO8	RANBP2	922
IPO8	TPR	922
IQCB1	CEP290	998
ISCA1	NFU1	972
ISCU	FDX2	997
ISCU	FXN	999
ISCU	GLRX5	988
ISCU	ISCA1	945
ISCU	ISCA2	950
ISCU	LYRM4	999
ISCU	NFS1	999
ISCU	NFU1	995
ISCU	SDHB	909
ITCH	IKBKG	935
ITGA3	DAB1	906
ITGA3	ITGB6	974
ITGA3	JAM2	907
ITGA3	JAM3	930
ITGA3	LAMA1	953
ITGA3	LAMA2	947
ITGA3	LAMB1	954
ITGA3	LAMB2	934
ITGA3	RELN	963
ITGA3	VLDLR	931
ITGB6	FBN1	936
ITGB6	ITGA7	945
ITGB6	JAM2	904
ITGB6	JAM3	900
ITPA	AMPD1	964
ITPR1	ATXN2	993
ITPR1	ATXN3	988
ITPR1	CA8	938
ITPR1	HTT	999
ITPR1	ORAI1	924
ITPR1	PSEN1	983
ITPR1	STIM1	991
JAG1	DLL1	941
JAG1	DNM1	910
JAG1	NOTCH1	994
JAG1	NOTCH3	984
JAG1	RBPJ	977
JAM3	JAM2	996
KANSL1	CHD8	925
KANSL1	HCFC1	929
KANSL1	KMT2A	913
KANSL1	RNF2	900
KANSL1	TAF1	900
KANSL1	TAF6	900
KARS1	AIMP1	998
KARS1	BBS10	906
KARS1	EPRS1	999
KARS1	GARS1	966
KARS1	GRIK2	928
KARS1	IARS1	999
KARS1	LARS1	999
KARS1	RARS2	902
KARS1	TARS1	933
KARS1	VARS1	913
KARS1	WARS1	901
KARS1	YARS1	985
KAT6A	KMT2A	909
KAT6B	BRPF1	991
KAT6B	KAT6A	923
KCNA4	KCNAB2	984
KCNAB2	KCNA1	991
KCNAB2	KCNA2	999
KCND3	KCNAB2	949
KCNJ10	AQP4	993
KCNJ6	GNB1	913
KCNMA1	KCNN2	947
KCNMA1	KCNN3	943
KCNQ2	KCNQ3	920
KCNQ2	SCN2A	923
KCNQ5	CLTC	900
KDELR2	ARF1	925
KDM1A	LIG4	908
KDM1A	PHF21A	999
KDM1A	POLD1	916
KDM1A	ZMYM2	961
KDM4B	JMJD1C	916
KDM4B	KMT2D	978
KDM6A	KDM1A	901
KDM6A	KMT2B	989
KDM6A	SMARCA4	991
KDM6B	KMT2D	928
KDM6B	SMARCA4	918
KDM6B	TP53	960
KIDINS220	BDNF	948
KIDINS220	NTRK2	969
KIF11	ASPM	996
KIF11	BUB1	997
KIF11	BUB1B	994
KIF11	CIT	919
KIF11	DCTN1	956
KIF11	KIF15	987
KIF11	NCAPD3	937
KIF11	NCAPG2	948
KIF11	PLK4	955
KIF11	POLA1	913
KIF14	ASPM	978
KIF14	CIT	985
KIF15	ASPM	980
KIF21A	KANK1	998
KIF5A	NEFL	913
KIF5C	KIF5A	975
KIF5C	KLC2	973
KIF7	GLI2	966
KIT	HRAS	981
KIT	INS	915
KIT	NRAS	978
KIT	PRRT2	902
KIT	PTPN11	990
KIT	SNAI2	954
KIT	SOS1	919
KLC2	KIF5A	990
KLHL40	KBTBD13	914
KLHL40	LMOD3	969
KLHL40	NEB	910
KLHL41	GAN	914
KLHL41	SPOP	913
KMT2B	TNRC6B	907
KMT2C	AGO1	916
KMT2C	EED	941
KMT2C	EP300	976
KMT2C	EZH2	929
KMT2C	KDM6A	999
KMT2C	KMT2A	936
KMT2C	KMT2D	993
KMT2C	SUZ12	950
KMT2C	TNRC6B	918
KMT2C	TP53	914
KMT2D	AGO1	917
KMT2D	ARID1A	951
KMT2D	CTNNB1	941
KMT2D	EZH2	931
KMT2D	HCFC1	911
KMT2D	KDM6A	999
KMT2D	KMT2A	942
KMT2D	PAX7	922
KMT2D	SUZ12	960
KMT2D	TNRC6B	905
KMT2E	AGO1	903
KMT2E	TNRC6B	926
KPTN	MTOR	931
KPTN	SZT2	996
KRAS	ACTN2	906
KRAS	BDNF	935
KRAS	BRAF	999
KRAS	CAMK2A	908
KRAS	CAMK2B	906
KRAS	CAMK2G	914
KRAS	DLG3	941
KRAS	EP300	941
KRAS	ERBB4	980
KRAS	ERLIN2	900
KRAS	FGF17	913
KRAS	FGF8	915
KRAS	FGFR1	979
KRAS	FGFR3	976
KRAS	GRIN1	926
KRAS	GRIN2B	925
KRAS	GRIN2D	915
KRAS	HRAS	989
KRAS	KIT	969
KRAS	MAP2K1	988
KRAS	MAP2K2	964
KRAS	NEFL	900
KRAS	NF1	994
KRAS	NRAS	984
KRAS	NTRK2	944
KRAS	PAK1	939
KRAS	PAK3	931
KRAS	PDGFB	936
KRAS	PDGFRB	959
KRAS	PIK3CA	999
KRAS	PIK3CD	920
KRAS	PIK3CG	986
KRAS	PPP2CA	937
KRAS	PPP2R1A	951
KRAS	PPP2R5D	909
KRAS	PRKCZ	930
KRAS	PRKG2	916
KRAS	PRRT2	932
KRAS	PTEN	921
KRAS	PTPA	912
KRAS	PTPN11	988
KRAS	RAC1	940
KRAS	RASA2	915
KRAS	SHOC2	990
KRAS	SOS1	998
KRAS	SPRED1	944
KRAS	SPTAN1	921
KRAS	SPTBN1	930
KRAS	SPTBN2	928
KRAS	SPTBN4	905
KRAS	TIAM1	980
KRAS	TP53	919
KRAS	YWHAE	942
KRAS	YWHAG	933
KRAS	ZDHHC9	940
KRAS	ZMYM2	900
L1CAM	DNM1	910
L1CAM	DNM2	904
L2HGDH	D2HGDH	944
LAGE3	TP53RK	997
LAMA1	CDC42	906
LAMA1	DAG1	996
LAMA1	ITGA7	957
LAMA1	LAMA2	904
LAMA1	LAMB2	942
LAMA1	PMP22	900
LAMA2	DAG1	999
LAMA2	ITGA7	966
LAMB1	ACTA1	901
LAMB1	AGRN	925
LAMB1	CDC42	906
LAMB1	CHRNA1	904
LAMB1	DAG1	958
LAMB1	DMD	930
LAMB1	ITGA7	961
LAMB1	LAMA1	953
LAMB1	LAMA2	950
LAMB1	LAMB2	918
LAMB1	PAK1	902
LAMB1	PAK3	902
LAMB1	PIK3CA	908
LAMB1	PMP22	907
LAMB1	PRNP	900
LAMB1	RAC1	901
LAMB1	RAPSN	909
LAMB1	YWHAE	902
LAMB1	YWHAG	900
LAMB2	DAG1	930
LAMB2	ITGA7	931
LAMB2	LAMA2	942
LARS1	AIMP1	997
LARS1	TARS1	944
LARS1	VARS2	993
LBR	DHCR24	944
LBR	LMNA	975
LBR	MECP2	976
LBR	NSDHL	914
LEMD3	EMD	921
LEMD3	LMNA	996
LEMD3	PIGN	910
LHX4	POU1F1	910
LIAS	BOLA3	938
LIAS	GCSH	977
LIAS	IBA57	925
LIAS	ISCA1	916
LIAS	ISCA2	934
LIAS	LIPT1	991
LIAS	LIPT2	994
LIAS	NFU1	950
LIFR	CLCF1	913
LIMK1	ACTA1	918
LIMK1	CDC42	928
LIMK1	CDKN1C	950
LIMK1	PAK3	921
LIMK1	RAC1	960
LINGO1	MAG	982
LIPT2	GCSH	995
LIPT2	LIPT1	994
LMBRD1	MMAB	901
LMBRD1	MMACHC	941
LMBRD1	MMADHC	955
LMNA	CAMK2A	900
LMNA	CAMK2B	900
LMNA	EMD	999
LMNB1	CASP2	928
LMNB1	EMD	999
LMNB1	H1-4	911
LMNB1	HIRA	908
LMNB1	HMGA2	920
LMNB1	LBR	995
LMNB1	LEMD3	997
LMNB1	LMNA	989
LMNB1	SYNE1	967
LMNB1	SYNE2	961
LONP1	HSPD1	933
LOXL1	BMP1	965
LOXL1	ELN	996
LOXL1	FBLN5	999
LRAT	ADH1C	930
LRAT	RDH12	975
LRP5	AMER1	942
LRP5	CTNNB1	997
LRP5	NDP	947
LRP5	PPP2CA	938
LRP5	PPP2R1A	903
LRP5	PPP2R5D	902
LRP5	USP8	901
LRP5	WNT7B	986
LRPPRC	PPARGC1A	981
LRPPRC	PTPN11	905
LRPPRC	SOS1	903
LRPPRC	STAT3	901
LRRK2	ATP13A2	905
LRRK2	CDC42	978
LRRK2	DNM1L	997
LRRK2	MAPT	932
LRRK2	PARK7	973
LRRK2	PINK1	971
LRRK2	PRKN	994
LRRK2	SNCA	989
LRRK2	TUBA1A	910
LRRK2	VPS35	979
LRRK2	YWHAG	952
LZTFL1	ARL6	908
LZTFL1	BBS1	979
LZTFL1	TTC8	975
LZTR1	GAN	935
LZTR1	KLHL41	911
LZTR1	SPOP	912
MADD	CASP2	906
MADD	DMXL2	947
MADD	GDI1	916
MADD	RAB27A	976
MADD	SMPD1	902
MAF	AR	915
MAG	ADGRV1	920
MAG	PLP1	911
MAG	SOX10	968
MAN2B1	MAN2C1	982
MANBA	MAN2B1	940
MAP2K1	DCC	939
MAP2K1	DNM1	913
MAP2K1	EDN1	941
MAP2K1	GLI2	921
MAP2K1	HRAS	991
MAP2K1	MAP3K7	929
MAP2K1	NRAS	981
MAP2K1	PAK3	923
MAP2K1	PIK3CG	947
MAP2K1	PPP2CA	976
MAP2K1	PPP2R1A	922
MAP2K1	PTPN11	982
MAP2K1	RAC1	962
MAP2K1	SOS1	976
MAP2K1	YWHAG	935
MAP2K2	BRAF	996
MAP2K2	DCC	942
MAP2K2	DNM1	907
MAP2K2	EDN1	907
MAP2K2	HRAS	978
MAP2K2	MAP2K1	970
MAP2K2	NRAS	964
MAP2K2	PAK1	926
MAP2K2	PIK3CA	947
MAP2K2	PPP2CA	925
MAP2K2	PPP2R1A	928
MAP2K2	PTPN11	971
MAP2K2	RAC1	943
MAP2K2	SOS1	976
MAP2K2	STAT3	925
MAP2K2	YWHAE	943
MAP2K2	YWHAG	909
MAP3K7	BMP2	927
MAP3K7	BMPR1A	908
MAP3K7	CAMK2A	903
MAP3K7	GNB1	904
MAP3K7	IKBKG	991
MAPK1	BRAF	987
MAPK1	CYFIP2	906
MAPK1	DNM1	916
MAPK1	DUSP6	999
MAPK1	EDN1	927
MAPK1	ERBB4	943
MAPK1	ERF	961
MAPK1	FGF17	916
MAPK1	FGF8	922
MAPK1	FGFR1	923
MAPK1	FGFR3	920
MAPK1	GJA1	907
MAPK1	GNAI1	940
MAPK1	GNAI3	935
MAPK1	GNAO1	940
MAPK1	GNB5	923
MAPK1	HNF1A	905
MAPK1	HRAS	985
MAPK1	KRAS	989
MAPK1	MAP2K1	998
MAPK1	MAP2K2	999
MAPK1	MAPT	906
MAPK1	MITF	942
MAPK1	NCF1	920
MAPK1	NRAS	977
MAPK1	PPP2CA	935
MAPK1	PPP2R5D	905
MAPK1	PRKAR1B	924
MAPK1	PRKCZ	934
MAPK1	PRRT2	905
MAPK1	PTPN11	976
MAPK1	RAC1	948
MAPK1	RAF1	989
MAPK1	RARB	913
MAPK1	RB1	941
MAPK1	RPS6KA3	991
MAPK1	SOS1	970
MAPK1	STAT3	996
MAPK1	TERT	924
MAPK1	TGFB1	937
MAPK1	TP53	991
MAPK1	WASF1	912
MAPK1	YWHAE	953
MAPK1	YWHAG	939
MAPK8IP3	COA8	958
MAPK8IP3	DCTN1	919
MAPT	ACTB	938
MAPT	CAMK2A	983
MAPT	CAMK2B	940
MAPT	PPP2CA	984
MAPT	PPP2R5D	904
MAPT	PRKN	903
MAPT	TUBB2A	916
MAPT	TUBB4B	908
MARS1	AIMP1	999
MARS1	CARS1	967
MARS1	DARS1	999
MARS1	EARS2	942
MARS1	EPRS1	999
MARS1	GARS1	955
MARS1	IARS1	999
MARS1	IARS2	911
MARS1	KARS1	999
MARS1	LARS1	999
MARS1	MTR	947
MARS1	NARS2	951
MARS1	PARS2	930
MARS1	QARS1	999
MARS1	RARS2	917
MARS1	TARS1	951
MARS1	TARS2	910
MARS1	VARS2	901
MARS1	WARS1	936
MARS1	YARS1	989
MARS2	EARS2	955
MARS2	EPRS1	952
MARS2	IARS1	922
MARS2	LARS1	947
MARS2	MTR	915
MARS2	QARS1	949
MARS2	RARS2	923
MARS2	YARS1	957
MARS2	YARS2	908
MATR3	DHX9	925
MATR3	HNRNPC	985
MATR3	HNRNPK	992
MATR3	RBMX	970
MATR3	TAF15	977
MCCC1	AUH	944
MCCC1	ECHS1	950
MCCC1	HADHA	933
MCCC1	HLCS	994
MCCC1	IVD	981
MCCC1	MCCC2	999
MCCC1	PCCB	972
MCCC2	AUH	960
MCCC2	ECHS1	979
MCCC2	HADHA	941
MCCC2	HLCS	962
MCCC2	IVD	993
MCCC2	PCCA	979
MCEE	ACSF3	936
MCEE	MMAA	925
MCEE	MMUT	991
MCEE	PCCA	978
MCEE	PCCB	985
MDH2	ATP5F1A	964
MDH2	ETFA	962
MDH2	FH	997
MDH2	IDH2	920
MDH2	MDH1	995
MDH2	NDUFS2	902
MDH2	PC	985
MDH2	SDHB	971
MDH2	SUCLG1	971
MECP2	BDNF	988
MECP2	GAMT	923
MECP2	GRIN2B	950
MECP2	TBL1XR1	971
MECP2	TNRC6B	907
MECR	ECHS1	953
MECR	HADHA	933
MECR	HADHB	930
MECR	PPT1	925
MED11	CDK19	923
MED11	CDK8	981
MED11	MED12	991
MED11	MED13	966
MED11	MED23	914
MED12	CDK8	999
MED12	MED13	999
MED13	MED12L	997
MED13L	CDK19	997
MED13L	CDK8	998
MED13L	MED12	998
MED13L	MED12L	995
MED13L	MED13	935
MED13L	MED23	944
MED13L	MED27	973
MED17	CDK19	983
MED17	CDK8	996
MED17	MED11	999
MED17	MED12	996
MED17	MED13	995
MED17	MED13L	919
MED17	MED23	965
MED17	MED25	965
MED17	MED27	997
MED17	TP53	962
MED23	CDK19	988
MED23	CDK8	997
MED23	MED12	991
MED23	MED13	985
MED25	CDK8	986
MED25	MED12	964
MED25	MED13	938
MED25	MED23	991
MED27	CDK19	981
MED27	CDK8	991
MED27	MED11	993
MED27	MED12	992
MED27	MED12L	901
MED27	MED13	992
MED27	MED23	950
MEF2C	ACTA1	932
MEF2C	CAMK2A	932
MEF2C	CAMK2B	914
MEF2C	CTNNB1	906
MEF2C	MECP2	938
MEF2C	POLR2A	906
MEF2C	PPP3CA	932
MEF2C	SMAD4	946
MFF	DNM1L	997
MFN2	DNM1L	983
MFN2	EIF2AK3	972
MFN2	OPA1	905
MFN2	PINK1	997
MFN2	PRKN	999
MFN2	SQSTM1	919
MGAT2	FUT8	979
MICOS13	CHCHD10	952
MINPP1	INPP5K	915
MINPP1	SYNJ1	921
MITF	SMARCA4	923
MITF	TFE3	960
MKKS	BBIP1	944
MKKS	BBS1	983
MKKS	BBS10	995
MKKS	BBS12	988
MKKS	BBS4	968
MKKS	BBS5	968
MKKS	BBS7	982
MKKS	CCT5	979
MKKS	CEP290	905
MKKS	TTC8	976
MKS1	CC2D2A	985
MKS1	CEP290	976
MKS1	GLI2	922
MKS1	TCTN1	979
MKS1	TCTN3	971
MKS1	TMEM216	983
MKS1	TMEM67	992
MLC1	PRKAR1B	904
MLH1	ATM	992
MLH1	BRCA2	941
MLH1	MSH2	999
MLH1	MSH6	999
MLH1	PMS1	991
MLH1	PMS2	999
MLH1	POLD1	954
MLH1	TP53	976
MLH1	XPA	905
MLXIPL	PPP2CA	912
MLXIPL	PPP2R1A	900
MLXIPL	PPP2R5D	900
MLXIPL	PRKAR1B	902
MLYCD	ACACA	909
MLYCD	ACAT1	925
MLYCD	ACAT2	905
MLYCD	ACOX1	949
MLYCD	ACSF3	928
MLYCD	ALDH6A1	910
MLYCD	AMACR	948
MLYCD	CRAT	939
MLYCD	GNPAT	948
MLYCD	HMGCL	920
MLYCD	HSD17B4	935
MLYCD	IDH1	910
MLYCD	MPV17	900
MMAA	LMBRD1	900
MMAA	MMAB	968
MMAA	MMADHC	941
MMACHC	MMADHC	992
MMADHC	MMAB	944
MMUT	ACSF3	922
MMUT	MMAA	998
MMUT	MMAB	960
MMUT	MMADHC	919
MMUT	PCCA	930
MMUT	PCCB	940
MMUT	SUCLA2	948
MMUT	SUCLG1	952
MOCS1	GCH1	953
MOCS1	GPHN	966
MOCS1	MOCS2	998
MOCS1	SUOX	941
MOCS2	GPHN	994
MOGS	DDOST	974
MOGS	STT3A	963
MOGS	STT3B	958
MPDU1	DPM1	933
MPI	FBP1	941
MPI	GFPT1	936
MPI	HK1	959
MPV17	AMACR	915
MPV17	HSD17B4	914
MPV17	IDH1	902
MPZ	PMP22	925
MRAS	SHOC2	998
MRE11	CHEK2	983
MRE11	DNA2	935
MRE11	EYA1	900
MRE11	POLD1	964
MRE11	RAD50	999
MRE11	RTEL1	931
MRE11	SMC3	951
MRE11	TBK1	909
MRPL12	GFM1	981
MRPL12	MRPS14	952
