ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0046031	ADP metabolic process	26/2160	105/18805	0.24761904761904763	2.1557760141093474	4.278165888908671	1.0816445292647312e-4	0.0011434942701327548	7.997521471765932e-4	FBP1/PPP2CA/STAT3/GCK/INS/HDAC4/FKRP/ZBTB20/EP300/MTOR/DHTKD1/MLXIPL/TPI1/OGDH/ZBTB7A/ALDOA/PGM1/UCHL1/PSEN1/APP/TREX1/FLCN/COL6A1/LDHA/HK1/INSR	26
GO:0035493	SNARE complex assembly	10/2160	23/18805	0.43478260869565216	3.7852254428341383	4.814635910663722	1.0867503612249467e-4	0.001144284203878032	8.003046214874959e-4	VAMP1/STXBP1/SNAP25/VPS33A/PRRT2/VPS11/CLTRN/VPS41/SNCA/VAMP2	10
GO:0036480	neuron intrinsic apoptotic signaling pathway in response to oxidative stress	10/2160	23/18805	0.43478260869565216	3.7852254428341383	4.814635910663722	1.0867503612249467e-4	0.001144284203878032	8.003046214874959e-4	PRODH/CTNNB1/NONO/PYCR1/FBXW7/PARK7/PINK1/PRKN/FBXO7/TREM2	10
GO:0046479	glycosphingolipid catabolic process	10/2160	23/18805	0.43478260869565216	3.7852254428341383	4.814635910663722	1.0867503612249467e-4	0.001144284203878032	8.003046214874959e-4	GBA1/NEU1/HEXB/HEXA/SMPD1/GALC/GLB1/GM2A/GBA2/SUMF1	10
GO:0032886	regulation of microtubule-based process	52/2160	269/18805	0.19330855018587362	1.682947817706182	4.064112752950878	1.1095723133616594e-4	0.0011667545447311654	8.160202256793709e-4	DIAPH1/CEP120/MACF1/PRUNE1/APC2/TMEM67/CLTC/TAOK1/TRIM37/TUBB4A/FGF13/RAC1/GNAI1/TPR/CHMP1A/HNRNPU/KIF21A/MAPRE2/DYNC1H1/TRPV4/TOGARAM1/PAFAH1B1/TACR3/CAMSAP1/TBCD/OCLN/ARHGEF2/SNCA/BBS1/BBS2/BBS4/MKKS/DRG1/CHMP2B/DCTN1/NEFH/CCNF/SPAST/GBA2/WDR62/DYRK1A/NUP62/PLK4/PAK1/STIL/APC/ATXN7/MAPT/CCDC88C/MECP2/KATNB1/BICD2	52
GO:0009308	amine metabolic process	27/2160	111/18805	0.24324324324324326	2.11768018018018	4.254397031510508	1.1141475211950838e-4	0.001170003450257664	8.182924881984385e-4	HPRT1/SMS/DBH/ALDH7A1/COMT/ATP7A/GRIN2A/DDC/GCH1/TACR3/TH/DHPS/GCDH/ABAT/PARK7/SNCA/PRKN/DAO/SLC6A3/PAH/KYNU/ODC1/NR4A2/VPS35/PNKD/SNCAIP/MECP2	27
GO:0006302	double-strand break repair	60/2160	323/18805	0.18575851393188855	1.617217062263502	4.030647312645248	1.1168753540720604e-4	0.0011713062967605257	8.192036902178278e-4	ERCC8/SMARCD1/NIPBL/SMARCC2/NSD2/CSNK2A1/SETD2/TRIP13/PNKP/SLF2/ERCC1/ERCC6/ERCC5/YY1/ERCC4/LIG4/ARID1B/SMARCA2/CREBBP/ARID1A/SMARCB1/SMARCA4/DDX11/MLH1/MSH2/POGZ/REV3L/RAD21/MRE11/POLA1/KDM1A/ACTB/ATM/BRCA2/CHEK2/ZBTB7A/FH/TRRAP/ACTL6B/CHD4/HMGA2/DPF2/RAD50/VCP/ZFYVE26/SETX/TP53/FUS/RTEL1/SAMHD1/EYA1/TDP2/FMN2/DNA2/ARID2/AP5Z1/TDP1/WDR48/NSMCE3/SMARCE1	60
GO:0048488	synaptic vesicle endocytosis	21/2160	77/18805	0.2727272727272727	2.3743686868686864	4.353244010066389	1.1227508789055805e-4	0.0011759023832793021	8.224181619978868e-4	CTBP1/AP2M1/AP1G1/SYNJ1/OPHN1/TBC1D24/TOR1A/DNM1/ACTB/DNM2/STX1A/PARK7/LRRK2/DNAJC6/SNCA/PRKN/AP3B2/AP3D1/BIN1/BLTP1/VAMP2	21
GO:0032970	regulation of actin filament-based process	70/2160	392/18805	0.17857142857142858	1.554646164021164	3.997669324837142	1.1252291095857466e-4	0.0011769328641563534	8.23138873343428e-4	ATP1A2/BCAS3/CACNA1C/FLII/MAGEL2/SPTAN1/INPP5K/INPPL1/SEMA5A/ELN/KANK1/TAOK1/MTOR/FGF13/PIK3CA/GJA5/RAC1/TGFB3/NAA80/PDPN/SPTBN1/RNH1/BRAF/CFL2/WASHC5/CTNNA2/ZEB2/WASHC4/PAK3/HRAS/NAA20/RALA/RHOBTB2/SPTBN2/ESAM/LIMK1/CCDC88A/SPTBN4/PRKN/TTC8/BBS4/MKKS/CSF1R/ADD3/ARPC5/PFN1/ARF1/JAM3/GBA2/CIT/SMAD4/ACTN2/CYFIP2/CDK10/TGFB1/PRKD1/LMOD3/PAK1/FLNA/EDN1/NEB/BIN1/SHANK3/CDC42/PLEKHG2/WASF1/PDE4D/PDGFRB/ARFGEF1/PIK3R2	70
GO:0007041	lysosomal transport	31/2160	135/18805	0.22962962962962963	1.9991598079561044	4.197007818193029	1.1467453555028486e-4	0.001196260452972243	8.366564580475994e-4	GNPTAB/PSAP/VIPAS39/EPG5/VPS33A/AP1G1/AP4M1/NPC1/NDP/VPS11/CHMP1A/VPS41/VPS4A/TMEM106B/SCYL2/LRRK2/PINK1/PRKN/VCP/CHMP2B/ATP13A2/ALS2/VPS53/SORL1/LYST/TRAK1/AP3D1/MTM1/BIN1/VPS51/VPS35	31
GO:0007052	mitotic spindle organization	31/2160	135/18805	0.22962962962962963	1.9991598079561044	4.197007818193029	1.1467453555028486e-4	0.001196260452972243	8.366564580475994e-4	STAG2/AFG2B/GOLGA2/CLTC/STAG1/PIBF1/GNAI1/TPR/CHMP1A/HNRNPU/DYNC1H1/SMC3/KIF11/CHEK2/AAAS/DRG1/EML1/VCP/CHMP2B/DCTN1/SPAST/WDR62/NUP62/TBCE/STIL/FLNA/PTPA/TUBG1/KIF2A/SMC1A/KIF15	31
GO:0003231	cardiac ventricle development	30/2160	129/18805	0.23255813953488372	2.0246554694229113	4.2066936137831155	1.1512322197350967e-4	0.0011993525082848705	8.388190205894962e-4	MEF2C/NSD2/FOXF1/BMP4/JAG1/COL11A1/MYL2/STRA6/GJA5/SUFU/TGFBR2/CHD7/LUZP1/SOX11/PAX8/BMPR1A/POU4F1/NKX2-5/MATR3/SMAD4/RBPJ/NOTCH1/DLL4/SOX4/TGFB1/MYH7/FOXH1/FGFRL1/PDE2A/CPE	30
GO:0015833	peptide transport	54/2160	283/18805	0.19081272084805653	1.6612190812720846	4.037427648288313	1.1785451318755635e-4	0.0012261851332433208	8.575855767370957e-4	CAMK2G/ADCY5/KCNJ11/GCK/PDX1/ABCC8/INS/ITPR1/CPT1A/RAB11B/HADH/SNAP25/ACSL4/CPLX1/EDN3/NDUFAF2/KCNB1/RAF1/PTPN11/PLCB1/SLC25A22/ANO1/PPP3CA/CHD7/LRP5/ORAI1/UQCC2/CLTRN/TRPV4/PLA2G6/PAX8/CASR/STX1A/ABAT/GJA1/PARK7/PRKN/TARDBP/HLA-DRB1/SOX4/PRKD1/GNAO1/SLC13A3/DISP1/EDN1/SLC16A2/HNF1A/HNF4A/PCLO/PDE8B/ABCA12/AIMP1/TIAM1/CPE	54
GO:0051180	vitamin transport	17/2160	56/18805	0.30357142857142855	2.6428984788359786	4.435328422663699	1.1868857298206698e-4	0.0012332337741513977	8.62515348444878e-4	CUBN/AMN/SELENON/SLC52A2/SLC52A3/SLC2A1/SLC2A10/STRA6/SLC52A1/SLC46A1/TCN2/SLC25A19/ABCD4/SLC5A6/TTPA/SLC19A3/SLC2A3	17
GO:0030149	sphingolipid catabolic process	15/2160	46/18805	0.32608695652173914	2.838919082125604	4.498283165349617	1.2045175579407805e-4	0.0012499051760660853	8.741752140217883e-4	GBA1/NEU1/HEXB/SMPD4/HEXA/SMPD1/GALC/PPT1/GLB1/GM2A/GBA2/SGPL1/SUMF1/ACER3/ASAH1	15
GO:0002328	pro-B cell differentiation	7/2160	12/18805	0.5833333333333334	5.078510802469136	5.09101386914923	1.2240095302376838e-4	0.0012651311102561675	8.84824129262854e-4	LIG4/SOS1/SOS2/NOTCH1/SOX4/FLCN/FNIP1	7
GO:0031223	auditory behavior	7/2160	12/18805	0.5833333333333334	5.078510802469136	5.09101386914923	1.2240095302376838e-4	0.0012651311102561675	8.84824129262854e-4	NRXN1/STRA6/CNTNAP2/NEUROG1/SLC1A3/HTT/SHANK3	7
GO:0048505	regulation of timing of cell differentiation	7/2160	12/18805	0.5833333333333334	5.078510802469136	5.09101386914923	1.2240095302376838e-4	0.0012651311102561675	8.84824129262854e-4	ASCL1/PAX6/JAG1/DLL1/RBPJ/NOTCH1/NODAL	7
GO:0060349	bone morphogenesis	25/2160	100/18805	0.25	2.1765046296296298	4.249373266150115	1.2346239610052103e-4	0.001274429661451774	8.913274729861717e-4	FGFR3/MEF2C/COL1A1/PEX7/BMP4/COL13A1/INPPL1/RARB/SKI/TGFB3/TGFBR2/EXT2/LRP5/NEUROG1/EXT1/SOX9/MEGF8/TRPV4/ALPL/CSGALNACT1/TMEM107/COL2A1/ACP5/TGFB1/SERPINH1	25
GO:0018209	peptidyl-serine modification	34/2160	154/18805	0.22077922077922077	1.9221079846079845	4.139054825804518	1.2544918709730298e-4	0.0012932431905475893	9.044855278040597e-4	MAP2K2/CSNK2A1/NSD1/WNK1/ERCC6/DOCK7/INPP5K/PTEN/CAMK2A/DMD/RPS6KA3/RAF1/MLXIPL/PRKCZ/BRAF/ATM/PARK7/LRRK2/SNCA/PINK1/TBK1/APP/DYRK1A/EIF2AK3/GALNT2/TAF1/PRKD1/PAK1/CRIPTO/TLK2/MAPK1/PDE4D/EIF4G1/FNIP1	34
GO:0007271	synaptic transmission, cholinergic	12/2160	32/18805	0.375	3.2647569444444446	4.6189136812886495	1.266642465284763e-4	0.0013006618065948884	9.096740576182207e-4	CHRNE/CHRNA7/CHRNA1/RAPSN/SLC5A7/SLC18A3/COLQ/LAMA2/NALCN/CHRND/CHRNB1/APOE	12
GO:0035751	regulation of lysosomal lumen pH	12/2160	32/18805	0.375	3.2647569444444446	4.6189136812886495	1.266642465284763e-4	0.0013006618065948884	9.096740576182207e-4	TMEM165/OCA2/ATP6V1A/VPS33A/VMA12/PPT1/ATP6AP1/TMEM106B/ATP6AP2/LRRK2/VMA22/ATP6V0A1	12
GO:0060325	face morphogenesis	12/2160	32/18805	0.375	3.2647569444444446	4.6189136812886495	1.266642465284763e-4	0.0013006618065948884	9.096740576182207e-4	NIPBL/RAB3GAP1/COL1A1/EP300/RRAS/PTPN11/STRA6/SKI/TGFB3/TBX1/SGPL1/TGFB1	12
GO:0071774	response to fibroblast growth factor	37/2160	173/18805	0.2138728323699422	1.8619808392207238	4.102995333109253	1.2993901650915787e-4	0.0013325516849298535	9.319776225225098e-4	FGFR3/NDST1/DDR2/COL1A1/RET/PAX6/CEP57/NTRK2/NRXN1/OFD1/SOS1/PTPN11/KIT/MUSK/CPS1/EXT2/CTNNB1/TBX1/EXT1/OTX2/CASR/FGFR1/SPRY4/FLRT3/NDNF/FGF8/FGF17/CSF1R/ERBB4/DLL4/SHOC2/CRIPTO/FGFRL1/PDGFRB/DSTYK/FLRT1/INSR	37
GO:0036465	synaptic vesicle recycling	23/2160	89/18805	0.25842696629213485	2.249869954223887	4.257585815060378	1.3284580125139562e-4	0.0013605897667828242	9.515872670570849e-4	CTBP1/AP2M1/AP1G1/SYNJ1/OPHN1/TBC1D24/STX1B/TOR1A/DNM1/PLAA/ACTB/DNM2/STX1A/PARK7/LRRK2/DNAJC6/SNCA/PRKN/AP3B2/AP3D1/BIN1/BLTP1/VAMP2	23
GO:0060042	retina morphogenesis in camera-type eye	19/2160	67/18805	0.2835820895522388	2.4688709231619677	4.3387988365394845	1.3355426411201514e-4	0.0013660693300600404	9.554196364978473e-4	RPGRIP1L/AHI1/STAT3/NTRK2/RPGRIP1/CRB1/DLL1/MFSD2A/NDP/HCN1/LARGE1/LRP5/SOX9/ATP8A2/BBS10/TTC8/BBS4/NOTCH1/CDON	19
GO:0051147	regulation of muscle cell differentiation	36/2160	167/18805	0.2155688622754491	1.876746506986028	4.099611693917424	1.3465765527939053e-4	0.0013755689921925807	9.6206363584825e-4	MEGF10/MEF2C/BMP4/HDAC4/DLL1/LAMB2/BMP2/YY1/LAMA2/IGF2/LAMB1/BDNF/MTOR/LAMA1/KIT/DMPK/TBX1/EZH2/BMPR1A/FOXP1/EFEMP2/NKX2-5/DNMT1/TRIM32/SMAD4/NOTCH1/TGFB1/PRKD1/LMOD3/SHH/EDN1/MYF6/MYOD1/PDGFB/MECP2/SIK1	36
GO:0051823	regulation of synapse structural plasticity	6/2160	9/18805	0.6666666666666666	5.804012345679012	5.192813778155118	1.4070863263956695e-4	0.0014318103238620532	0.001001398442272343	CAMK2B/DMPK/CTNNA2/FRMPD4/SHANK3/CDC42	6
GO:0070900	mitochondrial tRNA modification	6/2160	9/18805	0.6666666666666666	5.804012345679012	5.192813778155118	1.4070863263956695e-4	0.0014318103238620532	0.001001398442272343	HSD17B10/MTO1/TRMT10C/TRMT5/PUS1/TRIT1	6
GO:1904026	regulation of collagen fibril organization	6/2160	9/18805	0.6666666666666666	5.804012345679012	5.192813778155118	1.4070863263956695e-4	0.0014318103238620532	0.001001398442272343	COLGALT1/RB1/TNXB/AEBP1/EFEMP2/COL6A1	6
GO:0051932	synaptic transmission, GABAergic	18/2160	62/18805	0.2903225806451613	2.5275537634408605	4.3399316893577105	1.4318996222105723e-4	0.001451433902770974	0.0010151230404427183	ALDH5A1/GABRG2/NRXN1/STXBP1/CLCN3/GABBR1/SLC6A1/KRAS/NALCN/GABRD/GABRA2/EZH2/NF1/GABRB2/GABRA5/GABRB3/GABBR2/GABRA1	18
GO:0060261	positive regulation of transcription initiation by RNA polymerase II	18/2160	62/18805	0.2903225806451613	2.5275537634408605	4.3399316893577105	1.4318996222105723e-4	0.001451433902770974	0.0010151230404427183	MED12/ERCC1/ERCC6/MED25/TAF4/TAF6/MED13/MED27/NKX2-5/TAF2/TBP/TP53/MED17/TAF1/HNF1A/TAF8/MED11/MED23	18
GO:1903409	reactive oxygen species biosynthetic process	18/2160	62/18805	0.2903225806451613	2.5275537634408605	4.3399316893577105	1.4318996222105723e-4	0.001451433902770974	0.0010151230404427183	INS/GRIN1/ACOX1/CLCN3/ABCB7/DUOX2/ABCC9/SLC18A2/NCF1/DUOXA2/ABCD1/PARK7/SNCA/SOD1/RAB27A/COA8/NDUFC2/CTNS	18
GO:0006006	glucose metabolic process	40/2160	193/18805	0.20725388601036268	1.8043561696411436	4.046137403683362	1.4542557478569714e-4	0.0014722002917893968	0.0010296469122629593	FBP1/SLC39A14/FBN1/KCNJ11/GCK/PDX1/INS/HECTD4/PGM2L1/DLAT/ACADM/CPT1A/PHKG2/INPPL1/MLYCD/IGF2/MDH2/SLC37A4/EP300/PC/PIK3CA/TPI1/USP7/GAA/DDB1/LRP5/PDHA1/PGM1/BCKDK/PDHB/PRKN/PPARGC1A/TP53/RANBP2/BRAT1/RORA/SLC25A10/HK1/INSR/SIK1	40
GO:0007029	endoplasmic reticulum organization	25/2160	101/18805	0.24752475247524752	2.1549550788412173	4.192457126436671	1.4642348818483272e-4	0.001476608697751271	0.001032730121532758	RAB3GAP1/GET4/PEX5/CACNA1S/WNK1/RETREG1/SMPD4/CCDC47/RAB3GAP2/TMEM147/REEP1/LNPK/TMCO1/RAB18/REEP2/LRRK2/ARL6IP1/VAPB/SEC31A/EIF2AK3/EMC1/ATL1/RTN2/CERT1/CAMLG	25
GO:0046785	microtubule polymerization	25/2160	101/18805	0.24752475247524752	2.1549550788412173	4.192457126436671	1.4642348818483272e-4	0.001476608697751271	0.001032730121532758	PRUNE1/TUBA1A/GOLGA2/TUBB4A/FGF13/RAC1/KIF21A/TRPV4/TOGARAM1/CAMSAP1/TBCD/OCLN/SNCA/DRG1/DCTN1/GBA2/DYRK1A/TUBGCP6/TUBGCP4/PAK1/MAPT/TUBG1/MECP2/NDE1/TUBGCP2	25
GO:0072080	nephron tubule development	25/2160	101/18805	0.24752475247524752	2.1549550788412173	4.192457126436671	1.4642348818483272e-4	0.001476608697751271	0.001032730121532758	POU3F3/AHI1/MEF2C/GPC3/BMP4/HS2ST1/JAG1/DLL1/BMP2/DCHS1/GDNF/PTCH1/WNT7B/ACAT1/CTNNB1/SOX9/PAX8/FGF8/SMAD4/EYA1/NOTCH1/TGFB1/SHH/PBX1/CTNS	25
GO:0016331	morphogenesis of embryonic epithelium	33/2160	149/18805	0.2214765100671141	1.9281785980611488	4.097561824622459	1.4695857862493365e-4	0.0014801096742327077	0.0010351786807703295	MKS1/MED12/PDX1/BMP4/DEAF1/RET/SETD2/HS2ST1/CC2D2A/GDNF/PTCH1/WNT7B/SKI/SUFU/LUZP1/CTNNB1/SOX9/SOX11/PAX8/TCTN1/AR/FGF8/RALA/LIAS/IFT172/BBS4/PFN1/OPA1/TGFB1/NODAL/SHH/STIL/MTHFR	33
GO:0007097	nuclear migration	11/2160	28/18805	0.39285714285714285	3.420221560846561	4.6166944811473725	1.487264066025412e-4	0.0014940933397979777	0.0010449587617495947	CEP120/LMNA/PAX6/DOCK7/DYNC1H1/PAFAH1B1/SYNE2/DCTN1/LMNB1/FBXW11/CDC42	11
GO:0035116	embryonic hindlimb morphogenesis	11/2160	28/18805	0.39285714285714285	3.420221560846561	4.6166944811473725	1.487264066025412e-4	0.0014940933397979777	0.0010449587617495947	RPGRIP1L/GPC3/BMP4/TBX4/RARB/CHD7/CTNNB1/FGF8/AFF3/NOTCH1/SHH	11
GO:0050770	regulation of axonogenesis	32/2160	143/18805	0.22377622377622378	1.9481999481999484	4.100142497095783	1.5012695361678508e-4	0.0015062418938672603	0.001053455378178527	NEFL/MAP2K1/MAP2K2/MACF1/SYNGAP1/RET/NTRK2/DCC/PTEN/SEMA5A/BDNF/FGF13/PLXND1/BRAF/MEGF8/PAK3/ADNP/MAG/PAFAH1B1/SEMA3A/LIMK1/L1CAM/PSEN1/TRAK1/SPART/PAK1/MAPT/DAB1/CDKL5/TNR/GDI1/TIAM1	32
GO:0009895	negative regulation of catabolic process	66/2160	368/18805	0.1793478260869565	1.561405495169082	3.918009979794674	1.530145624824645e-4	0.001533260425078741	0.001072351955900277	FBP1/HERC1/PPP2CA/STAT3/INS/HNRNPC/CSNK2A1/NBAS/GOLGA2/NMNAT1/WNK1/HDAC4/RBM10/NSUN2/MFSD2A/GDNF/EP300/NPC1/MTOR/OPHN1/PIK3CA/USP7/SUFU/USP9X/HTRA2/RNH1/HNRNPU/GRIN2A/PIK3CG/ALAD/LRPPRC/VPS13C/PARK7/LRRK2/SNCA/PINK1/BSCL2/TAF15/TARDBP/ATP13A2/TP53/FUS/SMAD4/PSEN1/TREM2/SORL1/PARN/DKC1/IREB2/TAF1/FLCN/FMN2/SHH/TLK2/FLNA/MTM1/PRKCG/WAC/CSNK2B/FXR1/VPS35/EIF4G1/USP8/KLHL40/DHX9/CAMLG	66
GO:0010959	regulation of metal ion transport	71/2160	403/18805	0.1761786600496278	1.5338146769598382	3.9022996709013684	1.541607753643623e-4	0.0015427830581572013	0.0010790120209746646	CAMK2G/DIAPH1/ATP1A2/CACNA1C/CASK/GCK/ABCC8/SELENON/CACNA2D1/CNTN1/ISCU/WNK1/GRIN1/FMR1/INPP5K/STAC3/WNK3/CAMK2B/CAMK2A/PLP1/GNB2/DMD/EDN3/SCN1B/FGF13/PPP3CA/KCNC2/ATP2B1/CHD7/ANK3/NEDD4L/KCNAB2/CTNNB1/DMPK/ATP7A/GNB5/ORAI1/STIM1/PIK3CG/ABCC9/YWHAE/CHP1/CASR/FGF12/FHL1/NKX2-5/KCNE5/SPTBN4/CACNA1D/AFG3L2/SNCA/SPG7/HTT/SPG11/PSEN2/TREM2/ACTN2/PRNP/TGFB1/PRKD1/FLNA/BIN1/PDE4D/PDGFRB/PDGFB/JPH3/KCNN2/CLIC2/GJC2/VAMP2/SIK1	71
GO:0000266	mitochondrial fission	14/2160	42/18805	0.3333333333333333	2.902006172839506	4.445243187727163	1.5474940339768126e-4	0.001546708504010327	0.0010817574512156907	DNM1L/MFF/SLC25A46/RALA/LRRK2/PINK1/PRKN/OPA1/COX10/MAPT/VPS35/DDHD1/DDHD2/GDAP1	14
GO:0046822	regulation of nucleocytoplasmic transport	28/2160	119/18805	0.23529411764705882	2.048474945533769	4.133171846677001	1.5497453766379594e-4	0.001546995511584356	0.001081958182368947	BMP4/SETD2/WNK1/RBM10/NSUN2/EP300/PTPN11/SUFU/NUP54/TPR/NF1/YWHAE/NUP214/CHP1/AAAS/EMD/ZIC1/PARK7/EPM2A/TARDBP/PSEN1/UFM1/TGFB1/PRKD1/SHH/FLNA/DHX9/PIK3R2	28
GO:0046879	hormone secretion	59/2160	320/18805	0.184375	1.605172164351852	3.9332749180942774	1.5646082069091651e-4	0.0015597282713057184	0.00109086338827388	CAMK2G/ADCY5/KCNJ11/GCK/PDX1/ABCC8/INS/ITPR1/CPT1A/RAB11B/HADH/SNAP25/ACSL4/CPLX1/EDN3/NDUFAF2/KCNB1/RAF1/PTPN11/PLCB1/SLC25A22/ANO1/PPP3CA/CHD7/LRP5/ORAI1/UQCC2/CLTRN/SOX11/TRPV4/PLA2G6/LTBP4/PAX8/CASR/FGFR1/TRPV6/SLC18A2/STX1A/KCNK9/ABAT/GJA1/PARK7/PRKN/TARDBP/HLA-DRB1/SMAD4/SOX4/PRKD1/GNAO1/EDN1/SLC16A2/HNF1A/HNF4A/PCLO/PDE8B/ABCA12/AIMP1/TIAM1/CPE	59
GO:0042461	photoreceptor cell development	16/2160	52/18805	0.3076923076923077	2.678774928774929	4.366855957947278	1.56646148121232e-4	0.0015597282713057184	0.00109086338827388	RPGRIP1L/AHI1/PAX6/NTRK2/RPGRIP1/CEP290/IFT140/CRB1/TULP1/MFSD2A/HCN1/ARL3/TH/BBS1/BBS4/CFAP418	16
GO:0003009	skeletal muscle contraction	15/2160	47/18805	0.3191489361702128	2.778516548463357	4.397680469149017	1.5828799220540032e-4	0.0015740861447092588	0.0011009051876805687	CHRNA1/CCDC78/TNNC2/STAC3/SCN4A/DMD/GAA/CHRND/DMPK/TNNT1/C12orf57/ATP8A2/PRKD1/MYH7/KBTBD13	15
GO:0046394	carboxylic acid biosynthetic process	61/2160	334/18805	0.18263473053892215	1.5900213461964958	3.919276021538956	1.60307385630004e-4	0.0015921575904437725	0.0011135442344219963	DSE/GAMT/GLS/HSD17B10/ACACA/NANS/DPYD/MLYCD/CAD/HACD1/PLP1/ALDH18A1/GPX4/OTC/PYCR2/CHST14/PNPLA8/MLXIPL/ASNS/SUCLA2/PIBF1/MTRR/CPS1/MECR/MTR/PYCR1/SLC1A3/GLUL/LTC4S/AASS/ACADVL/LIAS/UPB1/ABAT/ERLIN2/ABCD1/ELOVL1/DEGS1/PARK7/CYP27A1/AMACR/ERLIN1/ELOVL4/PSPH/PHGDH/PCBD1/PSAT1/PAH/NAGS/GAD1/KYNU/UGDH/GNE/EDN1/GOT2/CYP7B1/SHMT2/FA2H/MTHFR/UGP2/ACSF3	61
GO:0032956	regulation of actin cytoskeleton organization	63/2160	348/18805	0.1810344827586207	1.576089559386973	3.9075916006913274	1.631983465704133e-4	0.0016178043037869498	0.0011314813720185385	BCAS3/FLII/MAGEL2/SPTAN1/INPP5K/INPPL1/SEMA5A/ELN/KANK1/TAOK1/MTOR/PIK3CA/RAC1/TGFB3/NAA80/SPTBN1/RNH1/BRAF/CFL2/WASHC5/CTNNA2/WASHC4/PAK3/HRAS/NAA20/RALA/RHOBTB2/SPTBN2/ESAM/LIMK1/CCDC88A/SPTBN4/PRKN/TTC8/BBS4/MKKS/CSF1R/ADD3/ARPC5/PFN1/ARF1/JAM3/GBA2/CIT/SMAD4/ACTN2/CYFIP2/CDK10/TGFB1/PRKD1/LMOD3/PAK1/FLNA/EDN1/NEB/BIN1/SHANK3/CDC42/PLEKHG2/WASF1/PDGFRB/ARFGEF1/PIK3R2	63
GO:2000377	regulation of reactive oxygen species metabolic process	34/2160	156/18805	0.21794871794871795	1.8974655745489077	4.054734482809653	1.6330045981597575e-4	0.0016178043037869498	0.0011314813720185385	INS/GRIN1/MPV17/CLCN3/ABCB7/FBLN5/DHFR/RAC1/TGFBR2/COQ7/GCH1/SLC18A2/DUOXA2/ACP5/ABCD1/PARK7/LRRK2/SNCA/PINK1/PRKN/PON3/TYROBP/CRYAB/TP53/APP/SOD1/RAB27A/COA8/TGFB1/MAPT/PDGFRB/PDGFB/NDUFC2/CTNS	34
GO:1900407	regulation of cellular response to oxidative stress	10/2160	24/18805	0.4166666666666667	3.627507716049383	4.639811763737761	1.6718291367905344e-4	0.0016502700914642118	0.0011541877240159608	FBLN5/DHFR/PNPLA8/TBC1D24/GCH1/FUT8/OXR1/ABCD1/PINK1/PRKN	10
GO:0016239	positive regulation of macroautophagy	24/2160	96/18805	0.25	2.1765046296296298	4.163073385799627	1.6720613674307277e-4	0.0016502700914642118	0.0011541877240159608	TOMM7/GBA1/RAB3GAP1/CSNK2A1/RAB3GAP2/MAP3K7/EIF2AK1/IKBKG/PINK1/PRKN/TRIM32/EPM2A/TBK1/OPTN/FBXO7/STUB1/HTT/SPTLC1/SLC25A4/GNAI3/WAC/HUWE1/WDR45/VPS13D	24
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	24/2160	96/18805	0.25	2.1765046296296298	4.163073385799627	1.6720613674307277e-4	0.0016502700914642118	0.0011541877240159608	SMARCD1/ANAPC7/SMARCC2/BUB3/BUB1/TRIP13/BUB1B/ARID1B/SMARCA2/ARID1A/SMARCB1/SMARCA4/MAP3K20/RB1/HECW2/RAD21/TPR/ACTB/ATM/ACTL6B/DPF2/APC/ARID2/SMARCE1	24
GO:0048813	dendrite morphogenesis	32/2160	144/18805	0.2222222222222222	1.934670781893004	4.05585624377134	1.7210775656115512e-4	0.0016965215152386205	0.0011865356565239772	CHRNA7/VLDLR/CUX1/RERE/HPRT1/KIF1A/PTEN/CAMK2B/CTNND2/UBE3A/PHACTR1/TBC1D24/PPP3CA/NEDD4L/DPYSL5/HECW2/CTNNA2/PAK3/PAFAH1B1/SEMA3A/SYNE1/TMEM106B/PQBP1/LRRK2/TRAK1/SHANK3/TANC2/CDC42/CDKL5/RELN/TIAM1/KIDINS220	32
GO:0042407	cristae formation	9/2160	20/18805	0.45	3.917708333333333	4.70285264327932	1.755385267524529e-4	0.0017281767958778988	0.001208675145388929	UQCC3/MICOS13/SLC25A46/MICU1/LETM1/AFG3L2/PINK1/CHCHD10/OPA1	9
GO:0019751	polyol metabolic process	26/2160	108/18805	0.24074074074074073	2.0958933470507546	4.114379062337308	1.771421593441302e-4	0.0017417873245872278	0.0012181942569785577	PRKG2/GBA1/PTS/SLC34A1/CYP2R1/FKRP/SYNJ1/AGK/DHFR/PLCB1/TPI1/CYP27B1/MINPP1/QDPR/COQ2/GCH1/OCRL/SNCA/CYP27A1/SPTLC1/PCBD1/MECP2/SPTSSA/SPR/ACER3/ASAH1	26
GO:0014902	myotube differentiation	30/2160	132/18805	0.22727272727272727	1.9786405723905722	4.064557116892226	1.781852126318698e-4	0.0017498587714321777	0.0012238393722307057	MEF2C/SELENON/CACNA1S/HDAC4/STAC3/FKRP/RYR1/BDNF/MTOR/ACTA1/SKI/PPP3CA/LARGE1/MYMK/DMPK/KCNH1/TBX1/CNTNAP1/MYMX/NKX2-5/SPG11/NOTCH1/LMOD3/SHH/CDON/COL6A1/MYF6/MYOD1/KLHL40/SIK1	30
