from	to	score
NDUFS7	NDUFS8	999
NDUFB3	NDUFS8	996
COX6B1	NDUFS8	906
NDUFA2	NDUFS8	999
NDUFA10	NDUFS8	999
NDUFAF1	NDUFS8	963
NDUFS3	NDUFS8	999
NDUFA9	NDUFS8	999
NDUFB10	NDUFS8	999
NDUFS6	NDUFS8	999
NDUFB11	NDUFS8	999
NDUFB9	NDUFS8	999
NDUFC2	NDUFS8	997
NDUFS4	NDUFS8	999
NDUFB8	NDUFS8	996
UQCRFS1	NDUFS8	978
COG3	COG4	999
VPS51	COG4	913
STX5	COG4	997
COG5	COG4	999
COG1	COG4	999
COG7	COG4	999
COG8	COG4	999
AARS1	FARS2	918
FARSB	FARS2	988
SORL1	PACS1	947
GALC	DEGS1	916
GBA1	DEGS1	933
KMT2C	SUZ12	950
YY1	SUZ12	992
EP300	SUZ12	950
EED	SUZ12	999
CTCF	SUZ12	992
KMT2D	SUZ12	960
AP2M1	BIN1	919
RRAS	PLXND1	961
CREBBP	PLXND1	902
EP300	PLXND1	902
NOTCH3	PLXND1	911
SEMA3A	PLXND1	920
NOTCH1	PLXND1	932
SEMA3E	PLXND1	999
STT3B	SSR4	928
CAD	GLS	926
GLUL	GLS	974
BBS9	BBS1	999
BBS2	BBS1	999
MKKS	BBS1	983
BBS7	BBS1	999
BBS4	BBS1	999
CCT5	BBS1	904
BBS5	BBS1	999
LZTFL1	BBS1	979
COX15	COX5A	954
UQCRC1	COX5A	997
ATP5F1D	COX5A	981
NDUFS7	COX5A	987
NDUFB3	COX5A	971
COX6B1	COX5A	999
PMPCB	COX5A	944
NDUFA2	COX5A	982
NDUFA10	COX5A	994
COX10	COX5A	909
NDUFS3	COX5A	994
NDUFA9	COX5A	991
NDUFB10	COX5A	997
NDUFS6	COX5A	996
NDUFB11	COX5A	957
NDUFB9	COX5A	997
NDUFC2	COX5A	995
ATP5MC3	COX5A	947
COX6A2	COX5A	999
ATP5PO	COX5A	951
NDUFS4	COX5A	995
NDUFB8	COX5A	989
UQCRFS1	COX5A	999
NDUFS8	COX5A	986
PMM2	MPI	987
DLD	BCKDHB	996
BCKDHA	BCKDHB	999
DLAT	BCKDHB	900
ACAD8	BCKDHB	931
CHMP2B	VPS37A	935
UBAP1	VPS37A	998
TG	TPO	929
CTSD	TPO	905
GOT2	TPO	906
CLCN6	CAMK2G	900
KRAS	CAMK2G	914
GRIA4	CAMK2G	936
GRIA2	CAMK2G	931
DLD	GCSH	990
OGDH	GCSH	920
PDHX	GCSH	971
LIAS	GCSH	977
DHTKD1	GCSH	917
BCKDHA	GCSH	926
DLAT	GCSH	985
PDHB	GCSH	917
LIPT2	GCSH	995
BCKDHB	GCSH	926
SOX4	EZH2	908
KMT2C	EZH2	929
YY1	EZH2	999
EP300	EZH2	982
EED	EZH2	999
STAT3	EZH2	985
DNMT3A	EZH2	997
TP53	EZH2	923
KMT2D	EZH2	931
SUZ12	EZH2	999
ACO2	TIMM22	923
TUBA1A	TUBB3	993
NARS1	FARSA	908
FARSB	FARSA	999
SELENOI	PLAAT3	901
CHMP2B	VPS37D	935
UBAP1	VPS37D	966
VPS37A	VPS37D	920
ACTL6B	ARID1A	940
SUPT16H	ARID1A	954
MSH2	ARID1A	982
H4C5	ARID1A	904
CREBBP	ARID1A	978
SMARCB1	ARID1A	999
EP300	ARID1A	949
SMARCA2	ARID1A	999
SMARCC2	ARID1A	999
TP53	ARID1A	972
KMT2D	ARID1A	951
WARS2	YARS2	971
AARS1	YARS2	955
NARS2	YARS2	913
MARS2	YARS2	908
QARS1	YARS2	907
FARS2	YARS2	907
CNOT2	CNOT1	999
NTRK2	SH2B1	923
COX6B1	COX8A	993
NDUFB8	COX8A	944
COX5A	COX8A	992
ATIC	IMPDH2	973
AMPD2	IMPDH2	952
HPRT1	IMPDH2	940
CANT1	IMPDH2	901
AAAS	GEMIN4	902
AGO2	GEMIN4	988
NUP107	GEMIN4	906
NUP133	GEMIN4	907
NUP54	GEMIN4	900
RANBP2	GEMIN4	900
GEMIN5	GEMIN4	998
MAPK1	FGF8	922
KRAS	FGF8	915
ANOS1	FGF8	975
SHH	FGF8	969
PIGQ	DPM2	982
PIGB	DPM2	909
PIGH	DPM2	987
PIGL	DPM2	978
POMT2	DPM2	981
ALG1	DPM2	941
COQ9	COQ7	996
COQ5	COQ7	996
COQ4	COQ7	976
COQ2	COQ7	933
HBA2	HBA1	995
RPS23	HBA1	923
UQCRC1	TUFM	919
RPS23	TUFM	909
TSFM	TUFM	999
UQCRC1	NDUFV1	997
ATP5F1D	NDUFV1	965
NDUFS7	NDUFV1	999
NDUFB3	NDUFV1	997
COX6B1	NDUFV1	916
NDUFA2	NDUFV1	999
NDUFA10	NDUFV1	999
NDUFAF1	NDUFV1	963
NDUFS3	NDUFV1	999
SDHA	NDUFV1	989
NDUFA9	NDUFV1	999
NDUFB10	NDUFV1	999
NDUFS6	NDUFV1	999
NDUFB11	NDUFV1	997
NDUFB9	NDUFV1	999
NDUFC2	NDUFV1	998
NDUFS4	NDUFV1	999
NDUFB8	NDUFV1	998
UQCRFS1	NDUFV1	999
NDUFS8	NDUFV1	999
COX5A	NDUFV1	986
RNASEH2A	POLE	919
MSH2	POLE	991
MSH6	POLE	993
PMS2	POLE	901
POLG	POLE	942
ATM	POLE	972
EXOSC5	EXOSC3	999
DIS3L2	EXOSC3	939
NDUFS7	NDUFAF3	987
NDUFAF1	NDUFAF3	993
NDUFS3	NDUFAF3	998
NDUFB10	NDUFAF3	977
ACAD9	NDUFAF3	998
NDUFS8	NDUFAF3	998
STAG2	SMC1A	999
ATM	SMC1A	971
NIPBL	SMC1A	999
RAD21	SMC1A	999
AGO2	SOX2	931
RORA	SOX2	912
STAT3	SOX2	968
CRIPTO	SOX2	967
COL1A1	CRTAP	900
COL1A2	CRTAP	900
ACTL6B	SMARCE1	966
SUPT16H	SMARCE1	941
CREBBP	SMARCE1	931
SMARCB1	SMARCE1	999
SMARCA2	SMARCE1	999
SMARCC2	SMARCE1	999
ARID1A	SMARCE1	999
KIF11	KIF15	987
BUB1B	KIF15	955
BUB1	KIF15	959
TRAPPC10	TRAPPC12	979
RAF1	PPP2R1A	930
KRAS	PPP2R1A	951
RBL2	PPP2R1A	904
MAP2K2	PPP2R1A	928
YWHAE	PPP2R1A	928
RB1	PPP2R1A	901
TP53	PPP2R1A	949
BRAF	PPP2R1A	906
LRP5	PPP2R1A	903
MAP2K1	PPP2R1A	922
BUB1	PPP2R1A	939
INSR	PPP2R1A	904
YWHAG	PPP2R1A	932
MLXIPL	PPP2R1A	900
HSD17B10	HADHB	990
ACADS	HADHB	983
MECR	HADHB	930
ACAT1	HADHB	938
ACOX1	HADHB	959
RARS1	KARS1	999
NARS1	KARS1	972
AARS1	KARS1	980
MARS1	KARS1	999
DARS1	KARS1	995
SOD1	KARS1	982
FARSB	KARS1	901
QARS1	KARS1	999
FARSA	KARS1	908
YARS2	KARS1	907
ITGB6	FBN1	936
COL1A2	FBN1	930
SRD5A3	CYP11B2	917
ERCC1	MRE11	965
TP53	MRE11	966
ATM	MRE11	999
CTBP1	MRE11	903
ERCC4	MRE11	975
POLE	MRE11	962
SMC1A	MRE11	958
EGR2	PRX	966
CPT1A	SLC25A20	982
CRAT	SLC25A20	966
APOE	PSEN1	902
SYT1	PSEN1	913
NOTCH3	PSEN1	973
FBXW11	PSEN1	907
CDH2	PSEN1	987
NOTCH1	PSEN1	999
APP	PSEN1	999
GNPTAB	PSEN1	900
ITPR1	PSEN1	983
CTNND2	PSEN1	993
CNOT2	EIF4A2	907
EIF2S3	EIF4A2	956
EIF4H	EIF4A2	979
CNOT1	EIF4A2	978
FKTN	FKRP	992
RXYLT1	FKRP	986
POMT2	FKRP	911
MED17	MED25	965
SOX9	MAF	967
UQCRC1	MDH2	957
DLD	MDH2	979
ATP5F1D	MDH2	931
ACO2	MDH2	984
TPI1	MDH2	917
GOT2	MDH2	996
SDHA	MDH2	959
UQCRFS1	MDH2	942
COX5A	MDH2	922
NDUFV1	MDH2	923
LRRK2	ATP13A2	905
UQCRC1	NDUFV2	983
ATP5F1D	NDUFV2	995
NDUFS7	NDUFV2	999
NDUFB3	NDUFV2	998
COX6B1	NDUFV2	917
NDUFA2	NDUFV2	999
NDUFA10	NDUFV2	999
NDUFAF1	NDUFV2	971
NDUFS3	NDUFV2	999
NDUFA9	NDUFV2	999
NDUFB10	NDUFV2	999
NDUFS6	NDUFV2	999
NDUFB11	NDUFV2	998
NDUFB9	NDUFV2	999
NDUFC2	NDUFV2	998
ATP5PO	NDUFV2	904
NDUFS4	NDUFV2	999
NDUFB8	NDUFV2	999
UQCRFS1	NDUFV2	993
NDUFS8	NDUFV2	999
COX5A	NDUFV2	996
NDUFV1	NDUFV2	999
TSEN2	TSEN54	999
VPS33A	VPS33B	949
VPS41	VPS33B	996
MYL2	NKX2-5	978
BMP4	NKX2-5	979
CRTAP	P4HB	948
CTBP1	TGIF1	991
SIGMAR1	KCNA4	906
ABCB7	GLRX5	901
ISCU	GLRX5	988
RAF1	TRAK1	900
CAMK2G	TRAK1	902
APC	AMER1	995
LRP5	AMER1	942
COPB1	COPB2	999
SCYL1	COPB2	953
EXOC2	TBK1	997
IFIH1	TBK1	948
MRE11	TBK1	909
TRAPPC10	TRAPPC6B	981
TRAPPC12	TRAPPC6B	986
KRAS	PDGFB	936
PDGFRB	PDGFB	999
PIK3CA	PDGFB	917
CBL	PDGFB	904
STAT3	PDGFB	936
PAK1	PDGFB	901
ARPC5	PDGFB	900
STAG2	NSMCE3	910
RAD21	NSMCE3	971
SMC1A	NSMCE3	924
UQCRC1	NDUFA12	993
ATP5F1D	NDUFA12	986
NDUFS7	NDUFA12	999
NDUFB3	NDUFA12	999
COX6B1	NDUFA12	934
NDUFA2	NDUFA12	999
NDUFA10	NDUFA12	998
NDUFAF1	NDUFA12	996
NDUFS3	NDUFA12	999
NDUFA9	NDUFA12	999
NDUFB10	NDUFA12	999
NDUFS6	NDUFA12	999
NDUFB11	NDUFA12	999
NDUFB9	NDUFA12	999
NDUFC2	NDUFA12	999
COX6A2	NDUFA12	960
NDUFAF2	NDUFA12	960
NDUFS4	NDUFA12	999
NDUFB8	NDUFA12	999
UQCRFS1	NDUFA12	999
NDUFS8	NDUFA12	999
COX5A	NDUFA12	996
NDUFV1	NDUFA12	999
NDUFV2	NDUFA12	999
ABCD1	PEX26	945
GDAP1	PEX26	939
PEX16	PEX26	974
PEX1	PEX26	979
PEX10	PEX26	951
PEX13	PEX26	912
PEX6	PEX26	999
FKTN	POMK	985
RXYLT1	POMK	934
LIAS	BOLA3	938
GLRX5	BOLA3	998
ACO2	IDH2	982
OGDH	IDH2	974
GOT2	IDH2	962
D2HGDH	IDH2	946
MDH2	IDH2	920
CHST14	DSE	989
ATP6V1E1	ATP6V0A2	977
ATP6V1A	ATP6V0A2	987
ATP6V1B2	ATP6V0A2	981
VMA12	ATP6V0A2	938
MAPK1	RARB	913
CREBBP	RARB	915
EP300	RARB	939
SHH	PTCH1	999
GAS1	PTCH1	993
STAT3	NDN	912
TP53	NDN	999
CHMP2B	TUBA8	907
TUBA1A	TUBA8	903
ERCC1	USP45	987
SUMF1	ARSI	974
DLD	SHMT2	962
MTFMT	SHMT2	962
DAO	SHMT2	941
ATIC	SHMT2	995
GCSH	SHMT2	979
ALG8	ALG12	941
MRPS34	MRPL12	949
MRPL39	MRPL12	983
TUFM	MRPL12	913
CYP24A1	CYP2R1	952
CYP27B1	CYP2R1	968
ADK	PDE2A	909
ACTL6B	ARID2	977
SMARCB1	ARID2	997
SMARCA2	ARID2	995
SMARCC2	ARID2	995
BPTF	ARID2	974
SMARCE1	ARID2	997
TRAPPC10	TRAPPC11	960
TRAPPC12	TRAPPC11	994
TRAPPC6B	TRAPPC11	967
SIK1	STRADA	915
AP4S1	AP1S1	908
AP4E1	AP1S1	970
AP2M1	AP1S1	975
AP5Z1	AP1S1	929
DHPS	EIF5A	999
SEMA3A	LIMK1	929
PAK1	LIMK1	962
CFL2	LIMK1	967
CHKA	CHAT	920
PIK3CA	EPB41L1	902
GRIA4	EPB41L1	974
CAMK2G	EPB41L1	905
RPE65	LRAT	987
PNKP	TDP1	960
RNASEH2A	RNASEH2B	999
RNASEH2C	RNASEH2B	999
USP9X	DCX	918
BBS9	ARL6	937
BBS2	ARL6	940
BBS7	ARL6	940
BBS4	ARL6	928
BBS5	ARL6	935
LZTFL1	ARL6	908
BBS1	ARL6	978
ATP6V1E1	KPTN	900
ATP6V1A	KPTN	900
ATP6V1B2	KPTN	900
CSNK2A1	SNCA	974
STUB1	SNCA	978
APOE	SNCA	970
SNCAIP	SNCA	999
SLC6A3	SNCA	999
UCHL1	SNCA	984
APP	SNCA	987
SLC18A2	SNCA	954
LRRK2	SNCA	989
VAMP2	SNCA	994
GBA1	SNCA	946
CTBP1	UBA1	906
PLG	UBA1	900
PYGL	UGP2	973
PGM2L1	UGP2	958
UGDH	UGP2	974
TUBA1A	TUBB	973
ABCD1	ATAD1	935
GDAP1	ATAD1	914
PEX16	ATAD1	939
PEX13	ATAD1	935
PEX26	ATAD1	945
PAK1	TRIO	915
TRIP4	ASCC1	977
ATIC	NT5C2	910
ADK	NT5C2	942
HPRT1	NT5C2	922
DTYMK	NT5C2	900
IMPDH2	NT5C2	921
NDUFS7	NDUFA4	984
NDUFB3	NDUFA4	989
COX6B1	NDUFA4	993
NDUFA2	NDUFA4	999
NDUFA10	NDUFA4	974
NDUFAF1	NDUFA4	935
NDUFS3	NDUFA4	983
NDUFA9	NDUFA4	971
NDUFB10	NDUFA4	982
NDUFS6	NDUFA4	971
NDUFB11	NDUFA4	962
NDUFB9	NDUFA4	981
NDUFC2	NDUFA4	980
NDUFS4	NDUFA4	982
NDUFB8	NDUFA4	981
UQCRFS1	NDUFA4	983
NDUFS8	NDUFA4	966
COX5A	NDUFA4	995
COX8A	NDUFA4	987
NDUFV1	NDUFA4	982
NDUFV2	NDUFA4	975
NDUFA12	NDUFA4	997
AMMECR1	ACSL4	930
ACOX1	ACSL4	958
MAPK1	FGFR3	920
KRAS	FGFR3	976
PIK3CA	FGFR3	974
CBL	FGFR3	928
STAT3	FGFR3	971
FGF8	FGFR3	997
PSEN1	FGFR3	905
LMNB1	LBR	995
SC5D	LBR	903
SIGMAR1	LBR	922
NOTCH1	DLK1	937
GALC	SMPD1	960
PIK3CA	SMPD1	906
MADD	SMPD1	902
GBA1	SMPD1	903
HSD17B10	HUWE1	942
MAPK1	MAPT	906
STUB1	MAPT	935
APOE	MAPT	997
TUBB2B	MAPT	938
TUBB4A	MAPT	933
APP	MAPT	969
LRRK2	MAPT	932
TUBA1A	MAPT	958
BIN1	MAPT	957
CAMK2G	MAPT	925
TUBB3	MAPT	987
PSEN1	MAPT	910
SNCA	MAPT	988
TUBB	MAPT	946
MYL2	MEF2C	957
MYOD1	MEF2C	991
CREBBP	MEF2C	941
EP300	MEF2C	979
HDAC4	MEF2C	998
PPARGC1A	MEF2C	990
RB1	MEF2C	914
CAMK2G	MEF2C	910
NKX2-5	MEF2C	996
MAPK1	PTPN11	976
SOS2	PTPN11	955
PIK3R2	PTPN11	927
RAP1B	PTPN11	931
KRAS	PTPN11	988
LRPPRC	PTPN11	905
PDGFRB	PTPN11	998
MAP2K2	PTPN11	971
PIK3CA	PTPN11	984
CBL	PTPN11	985
STAT3	PTPN11	968
PTPN23	PTPN11	909
CDH2	PTPN11	944
NTRK2	PTPN11	999
KIT	PTPN11	990
PDPN	PTPN11	915
MAP2K1	PTPN11	982
INSR	PTPN11	988
PPP2R1A	PTPN11	915
TBK1	PTPN11	939
PDGFB	PTPN11	916
FGFR3	PTPN11	965
SMPD1	PTPN11	900
LRP5	WNT7B	986
EED	JARID2	998
SUZ12	JARID2	999
EZH2	JARID2	999
CHMP2B	TUBB4B	901
TUBA1A	TUBB4B	968
TUBB	TUBB4B	981
MAPT	TUBB4B	908
TGFB1	SMAD4	985
TGFB3	SMAD4	971
BMP4	SMAD4	964
MYOD1	SMAD4	948
HNF1A	SMAD4	913
CREBBP	SMAD4	992
EP300	SMAD4	999
CTCF	SMAD4	938
CTBP1	SMAD4	927
SNIP1	SMAD4	964
HNF4A	SMAD4	996
TFE3	SMAD4	955
USP9X	SMAD4	945
NKX2-5	SMAD4	980
TGIF1	SMAD4	935
FOXG1	SMAD4	938
MEF2C	SMAD4	946
GLB1	B4GALNT1	923
STX1A	CYB5A	908
STX5	CYB5A	900
VAMP2	CYB5A	914
AP4E1	NECAP1	914
AP2M1	NECAP1	976
TARDBP	HNRNPA1	987
HNRNPU	HNRNPA1	996
U2AF2	HNRNPA1	956
MAPK1	ERBB4	943
PIK3R2	ERBB4	900
SPARC	ERBB4	904
APOE	ERBB4	912
KRAS	ERBB4	980
PIK3CA	ERBB4	967
PSEN1	ERBB4	942
PTPN11	ERBB4	925
SUPT16H	BAZ1B	962
SMARCC2	BAZ1B	984
ARID1A	BAZ1B	956
SMARCE1	BAZ1B	947
ATM	EYA1	914
SOX2	EYA1	977
MRE11	EYA1	900
TSHB	POU1F1	906
LHX4	POU1F1	910
MAPK1	GNAI1	940
STX1A	GNAI1	904
SNAP25	GNAI1	926
GNAO1	GNAI1	968
PIK3CA	GNAI1	906
GNB2	GNAI1	958
ADCY6	GNAI1	940
VAMP2	GNAI1	904
PLCB1	GNAI1	931
PTPN11	GNAI1	909
SEC24D	SEC24C	987
STX5	SEC24C	946
TP53	USP7	999
MCCC1	MCCC2	999
BPTF	PPA2	959
RXYLT1	POMGNT2	943
POMT2	POMGNT2	988
POMK	POMGNT2	943
CSNK2A1	CTNNB1	903
TGFB1	CTNNB1	961
UBE3A	CTNNB1	944
TGFB3	CTNNB1	950
SOX4	CTNNB1	955
SOX9	CTNNB1	996
RAP1B	CTNNB1	933
APC	CTNNB1	999
HNF1A	CTNNB1	981
CREBBP	CTNNB1	999
EP300	CTNNB1	999
EPCAM	CTNNB1	959
PIK3CA	CTNNB1	975
CBL	CTNNB1	913
YWHAE	CTNNB1	951
FBXW11	CTNNB1	998
CDH2	CTNNB1	999
NTRK2	CTNNB1	951
NOTCH1	CTNNB1	998
PAK1	CTNNB1	957
GJA1	CTNNB1	998
CTBP1	CTNNB1	993
LRP5	CTNNB1	997
GRIA2	CTNNB1	922
KMT2D	CTNNB1	941
YWHAG	CTNNB1	924
CTNND2	CTNNB1	906
TERT	CTNNB1	997
PROP1	CTNNB1	989
HNF4A	CTNNB1	996
USP9X	CTNNB1	961
EZH2	CTNNB1	983
SOX2	CTNNB1	996
PSEN1	CTNNB1	999
AMER1	CTNNB1	994
MEF2C	CTNNB1	906
PTPN11	CTNNB1	995
SMAD4	CTNNB1	999
ACTL6B	ARID1B	924
SMARCB1	ARID1B	998
SMARCA2	ARID1B	998
SMARCC2	ARID1B	998
ARID1A	ARID1B	988
SMARCE1	ARID1B	997
SPTBN4	NFASC	979
CNTNAP1	NFASC	998
ANK3	NFASC	996
DCX	NFASC	967
CBL	SPRY4	975
LOXL1	FBLN5	999
AP2M1	KCNQ5	907
AP1S1	KCNQ5	900
ATIC	IMPDH1	955
AMPD2	IMPDH1	948
HPRT1	IMPDH1	946
CANT1	IMPDH1	906
IMPDH2	IMPDH1	974
NT5C2	IMPDH1	915
AP2M1	UBQLN2	912
NECAP1	UBQLN2	901
ATXN1	RBPJ	975
JAG1	RBPJ	977
CREBBP	RBPJ	956
EP300	RBPJ	983
NOTCH3	RBPJ	998
NOTCH1	RBPJ	999
CTBP1	RBPJ	968
PLXND1	RBPJ	905
CTNNB1	RBPJ	961
GOT2	GPT2	967
NAGS	GPT2	921
STUB1	NHLRC1	938
ADK	PDE4D	913
ABCC9	KCNJ11	992
ABCC8	KCNJ11	999
SNCA	TOR1A	956
ABCD1	ALDH3A2	924
GDAP1	ALDH3A2	913
STX1A	ALDH3A2	900
PEX16	ALDH3A2	917
STX5	ALDH3A2	900
PEX13	ALDH3A2	908
VAMP2	ALDH3A2	901
UPB1	ALDH3A2	912
PEX26	ALDH3A2	920
ATAD1	ALDH3A2	913
CYB5A	ALDH3A2	922
GSS	GPX4	944
SOD1	GPX4	918
HSD17B10	ETFB	902
CEP120	KIAA0586	903
RAF1	ATG7	913
EP300	ATG7	954
TP53	ATG7	972
CAMK2G	ATG7	903
UBA1	ATG7	956
ADAMTS2	ADAMTSL2	930
FBN1	ADAMTSL2	953
SPTBN4	SCN8A	906
ANK3	SCN8A	976
NFASC	SCN8A	906
PIGU	PGAP1	964
PIGT	PGAP1	982
PIGS	PGAP1	962
VPS35	WLS	917
PAX8	NKX2-1	927
B4GAT1	LARGE1	938
AGO2	HTT	942
ATXN1	HTT	903
TAF4	HTT	988
CREBBP	HTT	999
TP53	HTT	997
ITPR1	HTT	999
SNCA	HTT	929
PIGU	GPAA1	998
PIGT	GPAA1	999
PIGS	GPAA1	997
PGAP1	GPAA1	980
TGFB1	OCLN	937
TGFB3	OCLN	936
VPS41	AP3D1	928
WNK1	LINGO1	900
WARS2	WARS1	947
NDUFB3	WARS1	906
AARS1	WARS1	902
MARS1	WARS1	936
KARS1	WARS1	901
MYL2	MYH7	997
MYH2	MYH7	917
MYL1	MYH7	971
RAF1	AGK	903
CAMK2G	AGK	900
TIMM22	AGK	997
PNPLA2	AGK	900
CYP27A1	DHCR7	926
SC5D	DHCR7	990
PIK3CA	RET	971
PTPN11	RET	971
CTNNB1	RET	968
ERCC1	ERCC5	994
MSH2	ERCC5	978
MSH6	ERCC5	975
ERCC8	ERCC5	981
ATM	ERCC5	962
XPC	ERCC5	967
ERCC3	ERCC5	991
ERCC4	ERCC5	995
ERCC8	ERCC6	988
ERCC5	ERCC6	952
TAF4	GTF2E2	940
ERCC3	GTF2E2	999
CDK13	MMP23B	910
MYO18B	MYO9A	918
ODC1	PSMD12	904
PSMC1	PSMD12	999
PSMB1	PSMD12	999
SHH	PSMD12	900
SPRED1	PSMD12	900
RALA	RAC1	924
EFNB1	RAC1	922
MAPK1	RAC1	948
SOS2	RAC1	936
LAMB1	RAC1	901
EXOC2	RAC1	943
RRAS	RAC1	919
DOCK7	RAC1	951
KRAS	RAC1	940
APC	RAC1	938
PDGFRB	RAC1	914
GNAO1	RAC1	943
HACE1	RAC1	906
MAP2K2	RAC1	943
PIK3CA	RAC1	943
STAT3	RAC1	958
CDH2	RAC1	942
NTRK2	RAC1	926
PAK1	RAC1	999
TIAM1	RAC1	995
NCF1	RAC1	969
DOCK6	RAC1	931
MAP2K1	RAC1	962
PDGFB	RAC1	905
LIMK1	RAC1	960
TRIO	RAC1	990
RAP1GDS1	RAC1	981
GNAI1	RAC1	940
CTNNB1	RAC1	957
UFSP2	UBA5	916
UBA1	UBA5	924
ATG7	UBA5	947
NSUN2	PUS7	925
PSMC1	SPRED2	900
PSMB1	SPRED2	901
PSMD12	SPRED2	900
TUBB2B	DYNC1H1	979
TUBA1A	DYNC1H1	978
GLE1	SON	908
ABCD1	PEX14	960
GDAP1	PEX14	913
PEX16	PEX14	986
PEX1	PEX14	966
PEX10	PEX14	980
PEX13	PEX14	999
PEX6	PEX14	974
PEX7	PEX14	998
PEX26	PEX14	983
ATAD1	PEX14	951
ALDH3A2	PEX14	900
APC	SIAH1	972
SNCAIP	SIAH1	973
SNCA	SIAH1	984
CTNNB1	SIAH1	986
TARDBP	HNRNPH1	988
HNRNPU	HNRNPH1	995
U2AF2	HNRNPH1	983
HNRNPA1	HNRNPH1	999
TGFB1	SPTBN1	910
TGFB3	SPTBN1	902
KRAS	SPTBN1	930
ANK3	SPTBN1	973
CACNA1C	CACNA2D1	992
CACNA1D	CACNA2D1	989
RANBP2	BICD2	994
DYNC1H1	BICD2	989
OTC	ARG1	985
ODC1	ARG1	985
H4C5	CHD4	945
EP300	CHD4	986
TP53	CHD4	944
UBTF	CHD4	984
EZH2	CHD4	992
ABCD1	PEX2	936
GDAP1	PEX2	903
PEX16	PEX2	989
PEX1	PEX2	963
PEX10	PEX2	999
PEX13	PEX2	991
PEX6	PEX2	974
PEX7	PEX2	991
PEX26	PEX2	901
ATAD1	PEX2	923
ALDH3A2	PEX2	911
PEX14	PEX2	985
HEXB	GM2A	976
HEXA	GM2A	989
KRAS	ZDHHC9	940
SPTLC1	ZDHHC9	906
SPTSSA	ZDHHC9	917
CAD	GFPT1	964
GLUL	GFPT1	952
GLS	GFPT1	937
MPI	GFPT1	936
OSGEP	LAGE3	999
TPRKB	LAGE3	998
GON7	LAGE3	999
PFN1	ACTB	999
H4C5	ACTB	940
DDB2	ACTB	928
YY1	ACTB	938
CREBBP	ACTB	948
SMARCB1	ACTB	954
SMARCC2	ACTB	990
CCT5	ACTB	936
GJA1	ACTB	963
XPC	ACTB	900
CFL2	ACTB	986
DDB1	ACTB	930
MSL3	ACTB	914
ARID1A	ACTB	986
SMARCE1	ACTB	992
P4HB	ACTB	927
MAPT	ACTB	938
AGO2	FXR1	996
RAF1	FXR1	905
CAMK2G	FXR1	925
PIGB	PIGN	985
LEMD3	PIGN	910
VRK1	ANKLE2	961
LMNB1	SYNE2	961
SLC32A1	GAD1	997
GLUL	GAD1	950
GLS	GAD1	937
UPB1	GAD1	908
PMM2	GMPPA	928
GMPPB	GMPPA	987
DPM2	GMPPA	920
RRAS	NF1	961
KRAS	NF1	994
RRAS2	NF1	956
PSMC1	NF1	913
PSMB1	NF1	900
SMARCB1	NF1	950
SMARCC2	NF1	906
SPRED1	NF1	997
ARID1A	NF1	959
SMARCE1	NF1	919
PSMD12	NF1	902
SPRED2	NF1	908
ACTB	NF1	940
CNOT2	CNOT3	999
CNOT1	CNOT3	999
EIF4A2	CNOT3	913
ERCC1	DNA2	959
TP53	DNA2	942
ATM	DNA2	975
ERCC4	DNA2	956
POLE	DNA2	980
MRE11	DNA2	935
ACO2	TOMM7	917
SLC25A4	TOMM7	904
TIMM22	TOMM7	974
TRMU	GTPBP3	993
POLG	REV3L	952
POLE	REV3L	993
NDUFAF1	TMEM126B	999
NDUFC2	TMEM126B	966
ACAD9	TMEM126B	996
TARDBP	VCP	943
FUS	VCP	925
PSMC1	VCP	994
PSMB1	VCP	922
UFD1	VCP	999
CHMP2B	VCP	931
NGLY1	VCP	988
AMFR	VCP	999
UBE4B	VCP	999
UBQLN2	VCP	915
HTT	VCP	958
PSMD12	VCP	956
NF1	VCP	968
LOXL1	ELN	996
EFEMP2	ELN	934
FBN1	ELN	995
FBLN1	ELN	974
FBLN5	ELN	997
STX1A	RAB3GAP2	915
SNAP25	RAB3GAP2	937
VAMP2	RAB3GAP2	910
DYNC1H1	RAB3GAP2	917
BICD2	RAB3GAP2	912
TGFB1	TGFBR2	999
TGFB3	TGFBR2	999
CBL	TGFBR2	911
SMAD4	TGFBR2	991
CTNNB1	TGFBR2	969
OCLN	TGFBR2	923
SPTBN1	TGFBR2	923
APP	NAE1	997
ANK3	KCNQ2	995
SCN1A	KCNQ2	912
PIK3R2	PIK3CG	967
KRAS	PIK3CG	986
PDGFRB	PIK3CG	931
PIK3CA	PIK3CG	919
CBL	PIK3CG	926
INPPL1	PIK3CG	933
MAP2K1	PIK3CG	947
PDGFB	PIK3CG	929
AAAS	NUP214	910
AGO2	NUP214	904
GCK	NUP214	900
NUP107	NUP214	988
CPSF3	NUP214	928
IPO8	NUP214	942
NUP133	NUP214	960
HDAC4	NUP214	927
NUP54	NUP214	943
HIKESHI	NUP214	906
RANBP2	NUP214	999
GEMIN5	NUP214	913
GLE1	NUP214	999
GEMIN4	NUP214	903
SMAD4	NUP214	975
MAPK1	FGF17	916
KRAS	FGF17	913
ANOS1	FGF17	943
FGFR3	FGF17	902
AHCY	DNMT1	961
RBL2	DNMT1	911
EED	DNMT1	920
STAT3	DNMT1	992
DNMT3A	DNMT1	998
RB1	DNMT1	999
TP53	DNMT1	993
