gene	degree	betweenness	clustering	module	score
CHAT	55	3491.2872923042496	0.21885521885521889	1	0.9079398661283158
KCNJ10	59	2968.9159289867102	0.2367036820572765	4	0.9039379946495683
DYRK1A	50	4098.1896355346125	0.1812244897959184	1	0.9015831485506584
PNPT1	61	2680.748002439881	0.2163934426229508	6	0.895283118978579
IQCB1	58	3040.883144236787	0.39806412583182094	8	0.8904811261235455
TUBB2A	57	3164.9864798602007	0.23057644110275688	1	0.8898812535469287
SYT1	68	1757.5191142433232	0.3494293239683933	4	0.8860409220813205
AP4B1	60	2747.121958316046	0.33615819209039544	7	0.88044692815930925
TRIP13	48	4262.922031504055	0.15514184397163122	1	0.879798281001747
SURF1	74	969.7052064120452	0.39874120696038506	5	0.878988353812864
PLOD1	52	3730.609134348157	0.22699849170437408	10	0.8733447836755951
KIF5C	61	2581.722425919006	0.19890710382513663	1	0.8708629774893483
GBA2	57	3084.860878488156	0.34273182957393483	7	0.8701219288233553
ASCL1	66	1942.346329121277	0.31002331002331	1	0.8692115250097041
ECHS1	68	1682.8569792126902	0.34416154521510095	3	0.8676289121199167
CNOT1	53	3507.6534530590297	0.14150943396226415	2	0.8495672342516425
NEFH	56	3116.920610122683	0.2694805194805195	1	0.8468236998063341
STAG2	69	1453.4670370688214	0.31415174765558396	2	0.8422646457489712
MEF2C	63	2206.4479955115485	0.22017409114183303	1	0.8407272559233558
GUSB	42	4837.603736763629	0.15795586527293845	3	0.8342915133332376
GABRD	62	2295.233250693006	0.3654151242728715	4	0.8314177898071468
CNTNAP2	56	3041.3070736842287	0.22922077922077924	4	0.8281770700849823
NDUFC2	74	759.8542015588494	0.6412439837097372	5	0.8272381756243835
TMEM67	59	2641.104820741022	0.4436002337814144	8	0.8230983375998191
TAF1	65	1875.8581171361543	0.34951923076923075	2	0.8216109408717587
CUX1	56	3004.918858280325	0.22922077922077924	1	0.8192035765702375
COX6B1	75	596.6634867573321	0.5841441441441442	5	0.8181989290611963
LAMA2	56	2998.4439318736045	0.2798701298701299	10	0.8176068313197704
YARS2	66	1718.0876213272663	0.4303030303030303	6	0.8139083440848515
SLC6A3	57	2848.3797779215865	0.2631578947368421	1	0.8118046522342384
DHTKD1	59	2593.302067823005	0.2437171244886031	3	0.8113099690707387
AARS2	67	1571.4764447200105	0.4305744007236544	6	0.8089576843570525
ATXN3	60	2454.778027317592	0.22768361581920904	1	0.8083536325752618
ERCC3	65	1763.8432838399028	0.31971153846153844	2	0.7939875916917575
LONP1	63	2002.8009089818	0.2928827444956477	5	0.790506991203385
TUBB	55	3002.237687683959	0.2148148148148148	1	0.7873380886919352
UFD1	50	3604.88392330966	0.13795918367346938	1	0.779931796311981
STX1B	60	2322.217820996747	0.276271186440678	4	0.7756637042968412
ACTN2	60	2318.292416785408	0.23954802259887004	1	0.7746956824017794
AQP4	62	2046.5348588505713	0.2998413537810682	4	0.7700876756052251
STX5	55	2922.638875321869	0.24040404040404045	7	0.7677086724486761
MRPL12	62	2030.3018568529471	0.26441036488630354	6	0.7660845461158109
SNAI2	65	1635.850001187627	0.3548076923076923	1	0.7624238868202107
SPTBN1	59	2380.3673101599634	0.2478082992402104	4	0.7587993239142283
MKS1	60	2229.0690026866623	0.47062146892655365	8	0.7526927971574378
PIK3R2	64	1722.359603040636	0.3239087301587302	1	0.7525532346123515
IMPDH1	49	3599.2070208673335	0.25	8	0.7473275478213967
SLC25A3	63	1815.830286528385	0.41781874039938555	5	0.7443992156664313
EED	67	1305.1847056251606	0.3821800090456806	2	0.7432889735595071
MT-ND6	71	792.6543949769441	0.5625754527162978	5	0.7417139488311761
NDUFA1	69	1034.4947731325926	0.6585677749360613	5	0.7389442478795459
ASNS	52	3179.5259113307807	0.20965309200603316	3	0.7374452438674253
GNAI1	60	2160.7357875771895	0.2576271186440678	1	0.7358415266067877
NDUFB3	73	511.6824724604175	0.6396499238964992	5	0.7348336393152249
MAG	53	3031.4941781904836	0.22859216255442671	1	0.7321442686681178
ERCC2	60	2138.2747944803564	0.315819209039548	2	0.7303025471967797
PGM1	54	2896.157633840316	0.2459818308874913	3	0.7299739827046573
RNF2	64	1624.838382638142	0.3273809523809524	2	0.7285040739399131
MYO5A	50	3379.727535733655	0.15183673469387757	1	0.7244072436157284
VDR	49	3489.138511460699	0.24404761904761904	1	0.7201841706490142
SYNE1	49	3474.2343133330046	0.15476190476190477	1	0.7165087300219646
U2AF2	52	3077.6953656188125	0.22624434389140272	2	0.7123333846732742
KCNMA1	56	2569.0150145836187	0.2577922077922078	4	0.7117077768711658
CLPB	53	2938.933492135991	0.18214804063860665	3	0.7093183975224497
AP1G1	48	3566.6609521720347	0.24202127659574468	1	0.7080972450865644
MMUT	48	3553.3672017582317	0.24379432624113476	3	0.7048189479290704
HADHB	66	1235.9891893116635	0.3916083916083916	3	0.6950207563001389
HMGCL	64	1488.928963412135	0.2996031746031746	3	0.6949882150696685
PHF6	59	2118.1249276997996	0.3080070134424313	2	0.6941292022229887
BAZ1B	55	2585.0507316193984	0.3171717171717172	1	0.6844579555738975
POLG2	62	1696.1799965166238	0.29825489159175045	6	0.6836886299219982
CPT2	57	2326.992289212798	0.31077694235588976	3	0.6832282107499592
DHDDS	44	3965.604052398162	0.21564482029598311	9	0.6816611655393274
GCK	51	3074.0841429044467	0.1992156862745098	3	0.6802385418635304
CACNA1D	62	1680.7459729570237	0.2792173453199365	4	0.6798825320196639
ATP6V1A	46	3659.492761930283	0.18937198067632852	1	0.6685813776270808
NKX2-5	55	2516.4201203599196	0.2565656565656566	1	0.6675333458282975
TPM3	50	3144.288122527059	0.19591836734693877	1	0.6663468516983482
AP2M1	53	2739.6681928506323	0.2068214804063861	1	0.6601787007551548
OFD1	54	2604.325878767667	0.42907058001397624	8	0.6580069919502808
ABCC8	46	3613.308464895088	0.16908212560386474	4	0.6571921274171376
NDUFAF6	64	1329.6382582389654	0.5034722222222222	5	0.655706428536185
EIF2AK3	50	3099.364938005374	0.2383673469387755	1	0.6552685973653869
MRE11	63	1443.1973112096975	0.34306195596518174	2	0.652506289610938
ATP5F1E	65	1181.6648629680124	0.48653846153846153	5	0.6504198397113234
TKT	58	2056.9462604777623	0.2595281306715063	3	0.6478379751109083
SLC25A1	42	4074.550331675212	0.19628339140534265	1	0.6461191969401054
ALG14	48	3313.8762017160393	0.25	9	0.6457594169280585
DDOST	47	3432.516644974818	0.21924144310823312	9	0.6438123711344625
COG3	47	3431.9508680726212	0.3098982423681776	7	0.6436728480689233
RPL10	52	2787.9878632205928	0.29260935143288086	6	0.6408902439452342
COA6	68	747.8444696586026	0.6093064091308165	5	0.6370507263650658
ANK3	56	2257.4805274527293	0.2772727272727273	4	0.6348820059764363
INSR	55	2378.009991565508	0.22962962962962963	1	0.6334008010105486
GCSH	51	2881.096531325046	0.21098039215686273	3	0.6326469504180194
FGF13	58	1991.579887621994	0.3508771929824561	1	0.6317183408723823
FIG4	51	2867.891963800676	0.2337254901960784	1	0.6293906461522095
DDHD2	50	2970.280088663406	0.42612244897959184	7	0.6234357073606276
ARID2	61	1558.3708037567137	0.4256830601092896	2	0.618499979116207
CSF1R	47	3316.630875072772	0.27104532839962997	1	0.615234432009818
PCCB	59	1796.599946080502	0.2781998831092928	3	0.6148397315698146
DGUOK	64	1161.6640957502411	0.4007936507936508	5	0.6142832633436555
COL6A1	53	2552.58823289363	0.31422351233671986	10	0.61404396211027
MCCC1	53	2545.624224288929	0.2532656023222061	3	0.6123266070447009
TBK1	51	2784.826750376562	0.23529411764705885	1	0.608906400203665
ELAC2	53	2523.888932416485	0.23802612481857768	6	0.6069665887395017
OTX2	55	2253.206782789233	0.2632996632996633	1	0.6026237823482623
AP4M1	47	3251.745667014223	0.28122109158186864	7	0.5992334551206411
OCRL	47	3238.024320135075	0.19703977798334876	1	0.5958497107993851
BUB3	55	2222.6563551719983	0.19461279461279463	2	0.5950899129058349
GRIA4	61	1456.7169848794022	0.3885245901639344	4	0.5934317015345938
PLA2G6	47	3219.0293347665006	0.24884366327474564	1	0.5911654640968307
TRIT1	49	2965.125792496798	0.2491496598639456	6	0.5909603358697497
EMD	46	3344.340460832381	0.15265700483091788	1	0.5908634379406096
ADK	50	2826.939541044394	0.1812244897959184	3	0.5880872996362637
H3-3A	65	913.571390728885	0.49615384615384617	2	0.584306813618125
MUTYH	50	2810.5906075395087	0.3730612244897959	2	0.5840555809286916
KDM5A	59	1654.1674784411612	0.3945061367621274	2	0.5797152603512123
MPI	51	2638.394533308288	0.22901960784313727	9	0.5727955732332694
NPHP1	58	1710.9281133831707	0.4543254688445251	8	0.5625083824262334
PTCH1	56	1958.3109228780404	0.32727272727272727	1	0.5611054693515672
HNRNPU	52	2464.2733525572503	0.2307692307692308	2	0.561060825826679
POLR3A	49	2829.400790754854	0.2261904761904762	6	0.5574899551599171
EIF4H	45	3286.759370414072	0.2111111111111111	1	0.5454593890470463
RRM2B	50	2653.9869591186084	0.19918367346938776	3	0.545436434375559
CDKL5	53	2273.300175746487	0.27503628447024675	4	0.5451703022800962
NDUFAF2	60	1375.3451516373038	0.5824858757062147	5	0.5421607511161667
UCHL1	52	2386.8304049178887	0.26244343891402716	1	0.5419630552795152
GPT2	55	1999.1506310791024	0.2895622895622896	3	0.5399724210642106
ALDOA	58	1614.4200847454551	0.29703569267997576	3	0.5387090792867769
SARS2	60	1343.512109929939	0.4853107344632768	6	0.5343105834136584
PNPLA6	50	2591.8349573332134	0.3746938775510204	7	0.5301094781409914
CC2D2A	55	1953.5802058966935	0.4781144781144781	8	0.528734554345563
GDNF	58	1570.77227988141	0.3139745916515427	1	0.5279453391711147
SPTBN4	55	1945.4605302219743	0.2841750841750842	4	0.5267322067118534
ATXN10	42	3580.049719149364	0.2311265969802555	1	0.5241731770464788
HCFC1	53	2165.5515467486557	0.33018867924528306	2	0.5185990177913562
ALG2	48	2781.150122611854	0.22695035460992907	9	0.514386829322018
COQ9	60	1262.3414037554617	0.3372881355932203	5	0.5142935312620494
TRIM32	41	3659.6304269504894	0.2134146341463415	8	0.5125938291757852
ACTL6B	54	1991.2976612031423	0.25157232704402516	2	0.5068315448004143
BCKDHB	53	2108.0586024550357	0.3570391872278665	3	0.5044210055685574
AP4S1	52	2221.631795056077	0.3944193061840121	7	0.50122435353816
PGM3	45	3095.6207165461983	0.21717171717171715	9	0.4983237586825958
WDR19	48	2705.453787771751	0.5044326241134751	8	0.49571978115167153
ALDH6A1	56	1675.0314239430502	0.3188311688311688	3	0.49124750247032867
IGHMBP2	40	3696.153003164118	0.13974358974358975	1	0.4903961572056917
HNRNPH1	54	1918.9621093835883	0.22641509433962265	2	0.4889932804630921
COL1A2	54	1902.1339366682412	0.3759608665269043	10	0.4848433792643108
BBS1	53	2022.6989615397424	0.444121915820029	8	0.48337094373749123
NSD1	57	1502.334349791971	0.3922305764411027	2	0.479863945997319
NDUFB11	64	588.7221647510386	0.7113095238095238	5	0.4729932702764184
ARID1B	59	1204.9089123435983	0.4056107539450614	2	0.4689261275352204
ACADVL	61	926.985374914768	0.3459016393442623	3	0.4627975631518967
GLDC	48	2550.3996465287273	0.19680851063829788	3	0.4574827498646322
TIMMDC1	44	3023.2539974479487	0.638477801268499	5	0.44927350890783635
TBL1XR1	48	2512.005093050352	0.2570921985815603	2	0.4480144845810657
SIL1	47	2630.3575656382777	0.24791859389454207	6	0.4459964239570184
POLR3B	50	2228.958256989384	0.2653061224489796	6	0.44062249228463096
MAP2K2	57	1333.6445020772346	0.3458646616541353	1	0.43826428968911013
BIN1	43	3103.231353017742	0.17940199335548174	1	0.4377919761165654
GRM1	59	1076.4825517651404	0.37112799532437174	4	0.4372556237476279
IFT172	55	1573.602132031462	0.4922558922558923	8	0.43503029477340854
PDE6D	41	3323.399868597084	0.35853658536585364	8	0.4296778988023596
AMPD2	43	3043.2743536500234	0.2159468438538206	3	0.4230063171053224
COMT	43	3026.4677406009023	0.1627906976744186	1	0.4188617326147916
IBA57	42	3148.7451270053757	0.2880371660859466	5	0.4178115729522997
DNAJC6	47	2494.7350271392606	0.2895467160037003	1	0.412551311132288
GDAP1	47	2488.3153794442705	0.20259019426456987	3	0.41096819785458216
COASY	38	3619.005380119131	0.10241820768136556	3	0.40896261609914625
PIGA	39	3489.343175778911	0.2968960863697706	11	0.40819164726939317
PIK3CG	54	1567.228645526708	0.3612858141160028	1	0.40225426559786126
GUF1	56	1278.1888304600895	0.35194805194805195	6	0.39338437839385054
NDUFAF5	61	634.2333257518521	0.5934426229508196	5	0.3906036238385155
B4GALT7	40	3287.241806541645	0.21666666666666665	12	0.389556862662969
PPP2R5D	47	2392.49296158992	0.2358926919518964	1	0.387337969341344
GNAI3	51	1876.7577112464792	0.2737254901960784	1	0.38497259242753173
DPM2	48	2248.2647669753014	0.3271276595744681	9	0.38297496342452
SNRPN	44	2751.2219565968194	0.19238900634249473	1	0.3821892145206344
TWNK	50	1958.8521366273787	0.21306122448979592	3	0.3740131383369982
ATXN8	50	1958.8521366273787	0.21306122448979592	3	0.3740131383369982
KCNT1	56	1198.2403164985174	0.38506493506493505	4	0.3736687242023926
PLK4	47	2313.6118498189203	0.2553191489361702	1	0.3678855412116318
OSGEP	39	3315.9730176999137	0.18488529014844804	6	0.36543780589784697
MARS2	53	1531.9480547259966	0.48911465892597966	6	0.36234961771841345
SPTLC1	38	3424.0037546828353	0.09672830725462304	3	0.36087436000320244
FBN1	45	2529.3090664724104	0.3474747474747475	10	0.35866882197150973
DLG3	50	1874.7644641458112	0.28408163265306124	4	0.3532767495004525
CD59	43	2744.778846248998	0.31672203765227025	7	0.34939601580002133
WASHC5	46	2349.1961454723614	0.44830917874396137	7	0.3454564851401637
ISCU	51	1702.933490589936	0.312156862745098	5	0.3421067772328762
TUBB2B	47	2200.354031274506	0.23496762257169285	1	0.3399556664177882
DPAGT1	47	2188.6096853220765	0.2913968547641073	9	0.33705945919604746
KCNC3	47	2186.8977404773755	0.26456984273820533	4	0.336637286088875
NR4A2	46	2313.270925239169	0.2995169082125604	1	0.3365971682651805
GNB5	48	2056.233827198002	0.27216312056737585	1	0.33561929144130215
EIF2S3	53	1404.498991588173	0.2597968069666183	6	0.3309201197660389
PAX3	51	1618.168670934067	0.2988235294117647	1	0.32120340093322813
GBE1	31	4129.519521193891	0.11827956989247312	1	0.31642754621844477
PIK3CD	53	1343.120338893087	0.33164005805515234	1	0.31578387480899606
COQ2	45	2352.655033348271	0.21515151515151515	5	0.3151051626109874
EFL1	45	2352.5730731540807	0.2545454545454545	6	0.31508495086762844
RNASEH2A	41	2855.4407423251782	0.18048780487804875	2	0.3142771258280388
SYT2	49	1842.8088491183737	0.255952380952381	4	0.3141920552298029
CASK	43	2596.336144653296	0.13842746400885936	4	0.31278939452731874
GOLGA2	44	2459.5492278178913	0.34989429175475684	7	0.3102614403477676
NIPA1	47	2045.6629004841984	0.4634597594819611	7	0.3018081551005269
UPF3B	41	2803.1535656684473	0.1646341463414634	2	0.301382878736626
TRMT10C	53	1274.5110303073254	0.2808417997097242	6	0.2988645183961667
COX6A2	59	504.7117650402563	0.6627703097603741	5	0.29625443999499373
PCCA	49	1763.712097259681	0.3010204081632653	3	0.2946864493086835
PUM1	43	2521.098227656315	0.16389811738648946	2	0.29423539420767453
ABCB7	42	2644.428784196152	0.2346109175377468	5	0.293444950919693
FOXRED1	59	490.3144461216026	0.5902980713033313	5	0.29270399800403
COL5A1	50	1621.4691832255537	0.3722448979591837	10	0.290813022290309
OTC	42	2624.735577059861	0.1475029036004646	3	0.2885885196668685
PSAT1	44	2363.7897249051343	0.2040169133192389	3	0.2866467269350669
MOGS	43	2485.179383011741	0.2591362126245847	9	0.2853776495808074
NFS1	51	1467.671167093693	0.28470588235294114	5	0.284090056414772
MPV17	49	1715.2947948477265	0.2593537414965986	3	0.28274653017902757
COPB2	45	2220.846371141733	0.2828282828282828	7	0.28260056840737435
SRCAP	54	1063.483120256273	0.45981830887491265	2	0.2780284096738853
GFER	43	2453.091782090446	0.1406423034330011	5	0.2774647064596653
NDUFAF3	59	417.4481575361745	0.6236119228521333	5	0.27473485165246936
COL2A1	47	1932.53738241774	0.3848288621646624	10	0.2739109061848078
ISCA2	44	2306.1721716730713	0.2938689217758985	5	0.2724379856015221
GRIA3	55	913.7655253486972	0.4067340067340068	4	0.2723116935686961
TARS1	53	1143.0593483385348	0.5159651669085631	6	0.26644795708487223
EHMT1	55	889.1396837129398	0.3764309764309765	2	0.26623885301411665
PNKP	45	2154.094211470024	0.2272727272727273	2	0.26613919306207434
JAG1	57	635.6526760964458	0.4047619047619048	1	0.26613644405940856
SCN4A	46	2017.480445969167	0.29758454106280197	4	0.2636539387610521
B4GALNT1	37	3148.5792124998693	0.2942942942942943	7	0.2617491604584849
GOSR2	47	1878.4908731058583	0.31822386679000925	7	0.26058279994432604
EDN1	49	1625.3360043431062	0.2653061224489796	1	0.2605622978876882
LIAS	47	1873.917738904393	0.31822386679000925	5	0.25945504499280114
PMPCA	56	733.915472790678	0.487012987012987	5	0.2591641812480772
GDI1	36	3254.1155841230407	0.09841269841269842	1	0.25657059312601577
SLC18A3	47	1854.7916382290575	0.24884366327474564	4	0.25473846468053707
NOTCH3	51	1345.2131901348396	0.3819607843137255	1	0.2538913822046829
MRPS22	54	959.6620324492432	0.326345213137666	6	0.2524256740687151
FKRP	40	2720.261077180217	0.33076923076923076	9	0.2497369280650163
UNC13A	46	1959.82016738058	0.26859903381642514	4	0.24943466116719804
BBS4	50	1445.598902601091	0.4595918367346939	8	0.24744263973369005
VPS37A	47	1817.383162049158	0.4181313598519889	7	0.24551337038364004
KCND3	49	1560.4203183322138	0.3511904761904762	4	0.24455380500178925
ARFGEF2	39	2815.697568214365	0.13630229419703105	1	0.2420676858819313
COL4A1	48	1673.3269106099117	0.39361702127659576	10	0.24119276640799348
CACNA1S	50	1409.1199374581415	0.2693877551020408	4	0.23844676693527467
EIF4A2	45	2032.889746500612	0.2444444444444445	2	0.23624964040639646
EIF3F	44	2137.965598708883	0.18498942917547567	2	0.23095750696640727
YRDC	38	2891.106984350113	0.23044096728307256	6	0.2294596791915651
IREB2	48	1604.7501514936323	0.28102836879432624	5	0.2242814368370981
SCO2	48	1569.8105639251874	0.3572695035460993	5	0.21566518130015683
PAK1	49	1424.0997626520273	0.2942176870748299	1	0.2109365580787284
OPTN	47	1655.192224959349	0.3691026827012026	1	0.20551637393930106
WARS1	49	1396.510558970191	0.5374149659863946	6	0.20413293944648928
COG4	47	1646.4827170222948	0.3561517113783534	7	0.20336857108273695
HIBCH	47	1632.3483289770982	0.3154486586493987	3	0.19988296899836405
AIMP1	50	1247.1069183520412	0.49306122448979595	6	0.19849364584605397
MITF	47	1621.299926738399	0.2534690101757632	1	0.19715838454878915
LBR	39	2626.540301544745	0.18623481781376516	1	0.1954206742907944
B9D2	51	1093.439120391685	0.5262745098039215	8	0.19180279234273767
HPRT1	40	2485.2446860090495	0.2346153846153846	3	0.1917808552369175
ATP2B3	49	1345.9712349425386	0.35374149659863946	4	0.19166972047936537
TUBG1	41	2344.027732976551	0.17804878048780487	1	0.18816043470133714
SEMA3A	43	2084.9442712310342	0.212624584717608	1	0.1866779156127596
ATP6V1E1	39	2589.6824467461133	0.25371120107962214	1	0.18633136564150451
DPYD	37	2834.536365399099	0.14714714714714716	3	0.18430481699369317
ZFYVE26	47	1561.8568460544006	0.44403330249768735	7	0.18249946013896262
KAT6A	51	1047.7208433698804	0.5309803921568628	2	0.1805284647120274
BCOR	51	1045.694099277826	0.3607843137254902	2	0.18002866072977036
TIMM50	48	1420.7040052750565	0.2845744680851064	5	0.17889484996620197
EIF5A	49	1293.993920309075	0.2925170068027211	6	0.17885188672192326
AP1S2	43	2037.605265227787	0.2358803986710963	1	0.17500390910682273
MTFMT	50	1149.2988565458645	0.3991836734693877	6	0.17437374882540138
KCNB1	49	1272.9305273603964	0.35629251700680276	4	0.17365756163822563
KCNQ3	54	633.9252409371854	0.40391334730957373	4	0.1720975526232858
CHCHD10	40	2401.781364706381	0.358974358974359	1	0.17119843413944846
VARS2	53	717.8889570346421	0.5420899854862119	6	0.1615990738220323
ACAT2	45	1728.5378825165833	0.3252525252525253	3	0.1611951358821605
CACNA1G	50	1090.397217262005	0.3404081632653061	4	0.1598483462395728
PCDH19	44	1826.756066025612	0.30761099365750527	4	0.15421187126368768
UBR1	33	3217.8124831779883	0.1477272727272727	1	0.15400519086068917
NUBPL	52	809.055728993139	0.4984917043740573	5	0.15287690018820538
SETBP1	48	1313.3897856409235	0.3271276595744681	2	0.15243069273183868
GABBR1	48	1291.932492258222	0.31028368794326244	4	0.14713923007349158
ACADS	50	1038.028388875473	0.3869387755102041	3	0.14693396347347235
HK1	42	2046.9094556686205	0.26713124274099886	3	0.14609406382724074
OCLN	38	2550.295369642096	0.26173541963015645	1	0.14541404022890264
SMARCC2	55	398.1167730763632	0.5232323232323233	2	0.1451504496593392
GABRB2	51	894.9482570945597	0.45333333333333337	4	0.14285407488676258
XPC	47	1399.2716035211392	0.40795559666975023	2	0.14240522624287244
IFT140	46	1514.7165434756903	0.40579710144927533	8	0.13967015531920224
PEX5	45	1631.7348316101034	0.35555555555555557	3	0.13732307895727996
BBS5	46	1497.338970371712	0.5043478260869565	8	0.1353847695749532
TECPR2	44	1746.094884923353	0.4228329809725158	7	0.13432047022962862
MTPAP	45	1610.7822952320537	0.2606060606060606	6	0.13215609159010855
SCN1B	50	971.8487171196756	0.39673469387755106	4	0.13061376615912768
HDAC8	53	591.4611560183657	0.4644412191582003	2	0.13042142358801478
MRPS2	52	707.8959262436442	0.37179487179487175	6	0.12793044915043156
TK2	50	954.86786330084	0.3461224489795919	5	0.12642621313057756
MT-TK	50	954.86786330084	0.3461224489795919	5	0.12642621313057756
PHF21A	48	1191.911115631873	0.30673758865248224	2	0.12247351991074204
SCN9A	47	1300.0758076969246	0.35245143385753935	4	0.11794310792686835
GRIK2	50	909.2173192441074	0.3583673469387755	4	0.1151685887461261
PYGL	36	2679.020296566423	0.15396825396825398	3	0.11474957288725032
FARSA	47	1281.087920573455	0.46160962072155415	6	0.11326061168268922
CACNA2D1	45	1523.4781832995402	0.2868686868686869	4	0.1106265146778834
MRPS14	50	883.2474230234502	0.3575510204081633	6	0.10876429843598184
PMS2	48	1133.254540269816	0.4609929078014184	2	0.10800855116286306
TBR1	48	1132.1579962205349	0.30319148936170215	1	0.10773813859094561
KCNA4	49	996.2486458679048	0.39625850340136054	4	0.10542659615499123
KCNJ6	43	1750.239826551451	0.22037652270210412	4	0.10413833156472524
GFPT1	40	2128.369368215982	0.20641025641025643	9	0.10377383663921472
GABRA5	46	1364.6178543103242	0.37294685990338167	4	0.10265516024877602
WARS2	50	839.4560889186785	0.5526530612244898	6	0.0979651633800474
ATP1A2	41	1974.78643083256	0.2914634146341463	4	0.09710391012636292
VPS53	37	2470.6155970273217	0.2567567567567568	7	0.09456035938243207
RTN2	46	1328.9324248313817	0.4830917874396136	7	0.0938549768254961
TARS2	51	693.6983225435765	0.5968627450980393	6	0.09322495835849454
SDCCAG8	45	1448.3219344335591	0.4818181818181818	8	0.09209265407753436
MTO1	51	683.996546853034	0.43137254901960786	6	0.09083245792190392
AHCY	45	1441.6855236143892	0.22828282828282828	3	0.09045608606269805
APC	44	1561.52915236983	0.23995771670190277	1	0.08880575108966554
ERCC5	47	1161.068977235309	0.4551341350601295	2	0.08366341386089568
ASXL1	50	753.7959616806612	0.4220408163265306	2	0.07684100030388569
MYH7	39	2145.198906025149	0.30769230769230765	1	0.07671977502630571
BRAF	49	865.4842027318024	0.3732993197278911	1	0.07317951095401865
ADAR	33	2874.1571946481563	0.1875	2	0.06925828946141471
AGK	41	1836.9096961686655	0.2414634146341463	3	0.06310290264062864
VRK1	40	1946.3743595217277	0.19743589743589743	1	0.05889306927796057
POMT2	41	1813.330619582481	0.376829268292683	9	0.057288198938311365
HIRA	43	1560.0902452846135	0.2425249169435216	2	0.05724661084169283
ERCC4	48	925.2362375834856	0.4831560283687943	2	0.0567103253668339
SGPL1	35	2561.7012303240463	0.08739495798319329	3	0.05461387714893019
IMPDH2	45	1295.9104805676118	0.2767676767676768	3	0.054507321088322236
ALG1	38	2177.3886483447295	0.3869132290184922	9	0.05345360721443651
PDGFB	46	1138.983477070591	0.37874396135265703	1	0.047012733205019225
NT5C2	39	2012.8926480345835	0.21997300944669368	3	0.04409247151993152
NUP214	43	1504.5740736171344	0.22702104097452933	2	0.04355607941848551
GPC3	36	2357.5069560513098	0.2857142857142857	12	0.035462972981425284
NDUFAF4	53	202.93714038824615	0.6712626995645864	5	0.034609697294742114
CRPPA	36	2349.0206718847007	0.319047619047619	9	0.03337021808569665
GJC2	41	1713.3126803223442	0.36829268292682926	7	0.03262333644514585
PFN1	44	1319.480414355476	0.21987315010570824	1	0.029115470686660483
MCCC2	48	810.1246503420263	0.325354609929078	3	0.02832330308180042
KIF7	43	1428.792570992557	0.478405315614618	8	0.024868028498947828
COG7	40	1807.0181542976031	0.38974358974358975	7	0.024527217863220187
GIGYF2	41	1672.4807515928196	0.29878048780487804	1	0.022554003734490242
SNAP29	41	1666.4253947162665	0.2890243902439024	7	0.021060726170364766
PMM2	42	1539.288354112651	0.28339140534262486	9	0.020912473793248232
DOLK	43	1412.5403543011832	0.3853820598006645	9	0.020860160581780765
MPDU1	43	1395.5932249959649	0.3875968992248062	9	0.01668092416620201
BOLA3	39	1886.85573670124	0.28475033738191635	5	0.013011216396139787
CARS2	49	615.7151531366428	0.5595238095238095	6	0.01158536785444575
MUSK	37	2132.771934663337	0.1801801801801802	1	0.011246630485037372
PRKCZ	44	1241.4686050253206	0.39217758985200846	1	0.009877416351559615
PLCB4	45	1112.5604749393071	0.25555555555555554	1	0.009292405540210408
LAMB1	43	1352.8805768899867	0.3001107419712071	10	0.006147797808610661
DDHD1	42	1470.1600859885218	0.5354239256678281	7	0.003865139682137572
DBT	47	828.4262683512263	0.4172062904717854	3	0.0016322629026593316
SMN1	39	1840.5661572269944	0.27395411605937925	2	0.0015960030749653936
NDUFAF1	50	448.4803343030443	0.7706122448979591	5	0.0015488274997928486
GNB2	46	951.5498780300538	0.36714975845410625	1	7.907856110986322e-4
DNA2	46	950.2925668366316	0.3690821256038648	2	4.8072715632263563e-4
TBCD	32	2721.599901533832	0.125	1	4.3269242409868514e-4
LRP5	35	2326.235655276567	0.2571428571428571	1	-0.0034529663931558846
MRPS34	44	1185.2127236469923	0.3192389006342495	6	-0.003995530730657643
RBMX	45	1043.9920598663705	0.28787878787878785	2	-0.00761686635300024
NMNAT1	32	2682.4827647807692	0.23588709677419356	8	-0.00921376506420496
DYNC1I2	39	1788.9340212553946	0.21322537112010795	1	-0.011136708110531936
GTPBP3	45	1029.3597992063862	0.3505050505050505	6	-0.01122524600781391
GNE	35	2285.905584277871	0.14285714285714285	9	-0.013398538786276504
HTRA2	41	1525.6920318889845	0.2914634146341463	3	-0.013644738349430197
NPHP3	46	888.6424837194185	0.5429951690821256	8	-0.014722453733291396
MOCS2	36	2147.221305095396	0.2492063492063492	3	-0.01639439084231248
AP5Z1	46	876.6623193341551	0.5091787439613527	7	-0.017676814814852004
TMEM126B	44	1122.591755914735	0.7230443974630021	5	-0.01943813602457295
PRRT2	42	1365.6146722323992	0.2740998838559814	4	-0.021916217878921368
DARS1	47	714.5993418632327	0.5901942645698428	6	-0.026437956406138163
ACACA	42	1344.5775357217317	0.305458768873403	3	-0.02710406800984655
MAP3K7	39	1723.3280716885297	0.17813765182186234	1	-0.02731542301678087
MTR	38	1845.6726967988227	0.20910384068278803	3	-0.028349001319513456
UGDH	33	2477.1577752712105	0.13446969696969696	9	-0.02864350856834741
BTD	35	2218.4738530237987	0.14453781512605043	3	-0.03002749946434033
