gene	degree	betweenness	clustering	module
TMEM138	36	2.2107281741731377e-4	0.7047619047619048	9
SEC24D	32	5.991732038782135e-4	0.2540322580645161	8
GRIA4	61	6.243915264803109e-4	0.3885245901639344	5
KLHL41	24	2.1352670628969398e-4	0.3731884057971015	2
SETBP1	48	5.699472790774776e-4	0.3271276595744681	4
GJA1	73	0.0019234789797821761	0.1598173515981735	2
KCNMA1	56	0.001102139860479794	0.2577922077922078	5
ERCC3	65	7.688344270200732e-4	0.31971153846153844	4
TIAM1	38	3.580849392199674e-4	0.3015647226173542	2
BRAF	49	3.7091046293184754e-4	0.37329931972789115	2
AIFM1	38	4.712498334689189e-4	0.2332859174964438	3
COX6A2	59	2.1618206956941383e-4	0.6627703097603741	6
LNPK	11	2.464927886092552e-4	0.18181818181818182	8
HACE1	15	1.1228108496976995e-4	0.13333333333333333	1
PIGT	26	3.0662904957352014e-4	0.64	12
AMFR	33	7.258870827939779e-4	0.20075757575757575	1
TMTC3	6	5.964160653673001e-5	0	3
ATP5PO	97	0.0010514150187701985	0.3947594501718213	6
HMBS	30	7.075905555586839e-4	0.13793103448275862	3
MEGF10	6	2.6661768841567256e-5	0.13333333333333333	2
TMEM163	11	1.1814745530933225e-4	0.09090909090909091	2
PEX10	33	1.8986731880076202e-4	0.5359848484848485	3
MED27	20	1.3137336933848184e-4	0.531578947368421	4
KLHL40	25	2.2971551115836557e-4	0.36000000000000004	2
TRAPPC10	23	3.010474397633006e-4	0.32806324110671936	8
APP	158	0.009013504531779426	0.14109489639603323	1
DOCK11	7	5.6313371472479616e-5	0.3333333333333333	1
TBC1D24	26	5.1331245239532e-4	0.31384615384615383	5
ACOX1	68	0.0013921152340180584	0.2993854258121159	3
WDPCP	29	5.17413050037921e-4	0.6650246305418719	9
SLC6A1	78	9.966172680864096e-4	0.333999333999334	5
COLGALT1	17	8.358819023834054e-5	0.7426470588235294	11
LOXL1	20	4.561025064867174e-5	0.6157894736842104	11
ITGB6	27	2.2328124419211011e-4	0.39886039886039887	11
RPE65	29	5.606398612263597e-4	0.43596059113300495	9
FLCN	18	2.3168678277601153e-4	0.28104575163398693	3
CSF1R	47	0.0014218613764917986	0.27104532839962997	2
KIT	96	0.0014521467589584606	0.26820175438596494	2
FLAD1	30	0.0011497431288387426	0.09425287356321839	3
LHX4	20	2.88595247948401e-4	0.3157894736842105	2
PROK2	17	5.25687280043863e-5	0.47794117647058826	2
CCDC78	13	1.5266682755334178e-4	0.24358974358974358	2
BBS5	46	6.41323537086088e-4	0.5043478260869565	9
NODAL	18	1.0539163777022835e-4	0.37254901960784315	2
GALC	31	8.095972780171645e-4	0.18279569892473116	3
PMM2	42	6.603444791389657e-4	0.28339140534262486	10
WDR11	8	5.8326842155021355e-5	0.14285714285714285	2
PRUNE1	6	8.70312595453662e-5	0.06666666666666667	1
BUB1B	63	0.0012864863444365443	0.24372759856630824	1
NOVA2	18	1.253893793350607e-4	0.23529411764705882	1
CACNA1D	62	7.198162917568101e-4	0.2792173453199365	5
AP2M1	53	0.0011726412561529709	0.20682148040638607	1
GABRB1	32	3.8312569577352164e-4	0.48588709677419356	5
NUBPL	52	3.4729056660533507e-4	0.4984917043740573	6
NDUFAF2	60	5.908472561321699e-4	0.5824858757062147	6
HBA2	10	7.597278573772777e-5	0.26666666666666666	3
EFL1	45	0.0010119724761554572	0.2545454545454545	7
FTH1	20	2.3090118747079506e-4	0.18947368421052632	1
TRMU	73	0.0010487443245937081	0.2990867579908676	7
RPS23	62	0.0013263746339876256	0.28239026969857217	7
STX5	55	0.001252521678158478	0.24040404040404043	8
LRP5	35	9.95523016629359e-4	0.2571428571428571	2
EN1	29	1.9243950432287153e-4	0.3522167487684729	2
HESX1	21	2.4639918070607213e-4	0.37142857142857144	2
COL6A3	40	3.8963133908926143e-4	0.4282051282051282	11
NIPBL	62	0.0012169637648806399	0.2162876784769963	4
CYP27A1	18	2.1434836259554813e-4	0.2091503267973856	3
COL1A2	54	8.157496704408537e-4	0.3759608665269043	11
CFL2	22	2.650260055633222e-4	0.34199134199134196	2
CLPB	53	0.0012638972192795198	0.18214804063860665	3
INPPL1	26	2.3010752189126494e-4	0.2646153846153846	2
PDE6D	41	0.0014252235481060588	0.35853658536585364	9
SHH	130	0.006622855173147108	0.1778175313059034	2
CHRNE	19	2.1862506290600464e-4	0.39766081871345027	2
MRAS	24	1.1293379154434818e-4	0.3297101449275362	2
SLC18A2	41	3.808020256089341e-4	0.31585365853658537	2
HPRT1	40	0.001071041187166033	0.23461538461538461	3
PPM1B	15	1.3331842506760232e-4	0.10476190476190475	1
VPS35L	6	1.2190599579598883e-5	0.5333333333333333	1
LRRK2	203	0.017111104551499248	0.09701019363020046	1
NDUFS4	102	0.0010837934876939666	0.46282275286352165	6
COQ5	24	7.907616403088345e-5	0.3731884057971015	6
STT3B	29	4.340056271626292e-4	0.32019704433497537	10
SCAF4	16	3.361404491416385e-4	0.15833333333333333	1
NDUFB8	94	9.514470975773298e-4	0.4779226721574011	6
COG5	35	3.849636318621868e-4	0.44705882352941173	8
GFM2	39	4.104718056219611e-4	0.29284750337381915	7
CTBP1	66	0.0017426048421372187	0.17715617715617715	4
MAPRE2	30	2.903866244423469e-4	0.2873563218390805	1
MEGF8	3	1.557039120616112e-5	0	16
ETHE1	25	0.0010266121082454767	0.12666666666666668	6
SNIP1	21	4.659060949712739e-4	0.20952380952380953	1
SNAPC4	21	2.916014677541424e-4	0.20952380952380953	1
KMT2D	91	0.0011659177024275016	0.33992673992673994	4
B3GAT3	26	5.561287257730488e-4	0.32307692307692304	13
ADAM22	14	7.935427949812389e-5	0.32967032967032966	5
MITF	47	6.945409879337145e-4	0.2534690101757632	2
IL17RD	29	3.8200036186540165e-4	0.34236453201970446	2
SPRED1	28	2.602727464560929e-4	0.37566137566137564	2
POC1A	13	6.637213531514319e-5	0.3974358974358974	1
RAD21	75	0.0015517567808320005	0.2623423423423423	4
SCYL1	13	2.6976807020506234e-4	0.11538461538461538	1
MTMR14	15	1.1586362520724752e-4	0.29523809523809524	2
KYNU	11	1.3658066146245558e-4	0.16363636363636364	3
SUMF1	17	2.6502321539537013e-4	0.20588235294117646	3
SCLT1	22	6.837290634849788e-4	0.35064935064935066	9
PEX13	40	2.6451132059095265e-4	0.4384615384615385	3
KCNT2	18	1.3282903106872511e-5	0.6405228758169935	5
GRIA2	108	0.0035575347048120076	0.24766355140186916	5
ABCA12	3	1.346604457412238e-5	0.3333333333333333	3
INSR	55	0.0010212999818757966	0.22962962962962963	2
RAPSN	31	5.234623814444004e-4	0.31612903225806455	2
TK2	49	5.12871349906992e-4	0.35034013605442177	6
CEP120	40	5.500106951240487e-4	0.38846153846153847	9
BUB1	66	0.0013442761549452196	0.23123543123543125	1
GPRC5B	11	1.0579711179508249e-4	0.2545454545454545	2
MAP2K1	86	0.0012198624094282417	0.2878248974008208	2
SCN1A	96	0.0018609184340565945	0.25219298245614036	5
FCSK	12	7.625062004431485e-5	0.16666666666666666	10
COG1	38	7.872101914866205e-4	0.37695590327169276	8
VPS35	67	0.002303042997988039	0.19131614654002715	1
COG7	40	7.734060222416153e-4	0.38974358974358975	8
LGI3	18	1.5862521462403674e-4	0.4183006535947712	5
CPLX1	38	3.833164294121366e-4	0.3755334281650071	5
MRPS28	10	1.4629150844293804e-5	0.8	7
GDF6	8	5.342851895344267e-5	0.17857142857142858	2
BMPER	9	7.993263158054366e-5	0.2777777777777778	2
AMN	12	1.697498918420745e-4	0.21212121212121213	3
ACAD8	30	1.4914367219193497e-4	0.4689655172413793	3
OTUD6B	14	1.3223256038222332e-4	0.2087912087912088	1
KLF13	8	3.445089191742796e-4	0.17857142857142858	1
ESAM	4	9.904346948260669e-6	0.16666666666666666	18
GNB2	46	4.0823563767589897e-4	0.36714975845410625	2
LETM1	21	6.532095618385367e-4	0.1380952380952381	3
SIK1	7	5.5361363419099394e-5	0.3333333333333333	5
TUBA1A	63	0.0015555218337745514	0.21249359959037378	1
COX11	40	6.257203193907685e-4	0.31538461538461543	6
COQ4	16	6.96992996017582e-5	0.5	6
CHD5	14	2.3544621046821354e-4	0.3626373626373626	4
SLC45A1	7	3.200568301724434e-5	0.2857142857142857	1
PGAP3	21	1.4377715841447963e-4	0.6523809523809524	12
AP5Z1	46	3.754198586775458e-4	0.5091787439613527	8
MARS2	53	6.582929443793717e-4	0.48911465892597966	7
GUSB	42	0.002078262387443663	0.15795586527293845	3
GAA	23	5.006421496734873e-4	0.18972332015810275	3
RETREG1	11	3.275325064332077e-5	0.2	8
KAT6B	34	3.4220121069156807e-4	0.4581105169340463	4
ERCC6L2	14	1.1129763241332003e-5	0.5274725274725275	4
DDB1	69	0.0014470361317656763	0.2361466325660699	4
ABCC8	46	0.0015478032565890759	0.16908212560386474	5
ITPR1	100	0.004558346148701496	0.1412121212121212	2
UQCRFS1	139	0.002866620172248196	0.29850901887185904	6
PRDM5	11	1.2959006856525713e-4	0.16363636363636364	11
TBL2	22	4.011041677883552e-4	0.2987012987012987	1
MRPL39	39	1.674079994753606e-4	0.5060728744939271	7
DYM	3	2.2115378987419932e-5	0	17
SRRM2	33	6.619982458508437e-4	0.23295454545454544	1
WDR48	31	5.979540582202394e-4	0.17849462365591398	4
L2HGDH	26	1.33747219409362e-4	0.44	3
NAGS	27	2.6543778730855335e-4	0.301994301994302	3
HEPACAM	11	1.123585881680768e-4	0.2909090909090909	2
ARL6IP1	24	3.397376547492506e-4	0.26811594202898553	8
U2AF2	49	0.001251332141026006	0.23214285714285712	1
TREX1	6	1.8918404474236365e-5	0.6666666666666667	1
CRIPTO	19	8.770115250262029e-5	0.4269005847953216	2
BMP1	28	2.4166372192280954e-4	0.3888888888888889	11
PDHB	99	0.0016681094409156751	0.3228200371057514	6
GLUL	74	0.0027293194729455755	0.16808589411329136	3
GMPPB	64	0.0025923777660930786	0.19593253968253968	10
UBR1	33	0.0013786047473284106	0.14772727272727273	1
NEMF	11	1.1716666354125946e-4	0.21818181818181817	1
BPTF	108	0.0033972749240191646	0.22447213568708896	4
LSM11	9	1.529056822527121e-5	0.3055555555555556	1
JPH3	22	1.391989012032282e-4	0.24242424242424243	1
COL6A2	41	2.907384758067234e-4	0.4402439024390244	11
CHRNB1	14	3.989184806124845e-5	0.6373626373626374	2
SLC26A4	24	4.732691147465437e-4	0.22463768115942032	2
MYL1	30	4.7041028365153546e-4	0.3793103448275862	2
TERT	92	0.0017658541399242853	0.28475871954132825	4
QARS1	69	8.540266434124695e-4	0.41901108269394716	7
TACR3	19	3.451385027136891e-4	0.2456140350877193	2
TCTN2	45	1.8876884984341146e-4	0.6393939393939394	9
CANT1	24	6.279572092960686e-4	0.2427536231884058	10
DST	10	9.518840804100917e-4	0.06666666666666667	1
PGM2L1	24	1.9214897076018177e-4	0.25362318840579706	3
TSEN2	25	2.21290211597703e-4	0.35333333333333333	1
HCFC1	50	9.117889224360972e-4	0.3028571428571429	4
MSL3	19	1.302820038048641e-4	0.3859649122807018	4
ALG8	30	2.7459001411875327e-4	0.5126436781609196	10
YWHAG	67	0.0014941461010453926	0.20081411126187243	1
COQ2	45	0.0010073212584680799	0.21515151515151515	3
MADD	19	3.643231856226205e-4	0.07602339181286549	1
EPG5	11	1.1570659921544016e-4	0.16363636363636364	1
LZTFL1	27	2.9352442088135595e-4	0.6923076923076923	9
IQCB1	58	0.0013027187608350952	0.39806412583182094	9
NBAS	11	1.120230386377152e-4	0.16363636363636364	8
MGAT2	28	6.780433306482896e-4	0.24074074074074073	10
GTPBP2	9	6.39396777617893e-5	0.16666666666666666	1
TRMT10C	53	5.493660834278691e-4	0.2808417997097242	7
ACAD9	89	0.0010347623068059522	0.40985699693564864	6
GABRB3	66	0.0013331999694551355	0.3151515151515151	5
NPHP1	58	7.277226181781756e-4	0.4543254688445251	9
CAMTA1	14	2.9042468796563765e-4	0.054945054945054944	1
CAMLG	13	8.7823910474115e-5	0.2948717948717949	1
GLB1	36	8.87227592146158e-4	0.16984126984126985	3
PEX6	31	3.124043073003212e-4	0.44086021505376344	3
CTC1	12	7.502257505158232e-5	0.42424242424242425	4
EIF2AK3	50	0.001337614437977307	0.2383673469387755	1
TRIM37	8	1.2671727031734675e-4	0.14285714285714285	3
COG8	34	1.9409175859619082e-4	0.5169340463458111	8
VPS41	25	4.4881835820504595e-4	0.22333333333333336	8
TSFM	80	0.001169278656808482	0.3259493670886076	7
SPTSSA	5	3.9110923324997646e-5	0.3	3
GBA1	53	0.002244276531269273	0.21843251088534107	3
HNF4A	79	0.0011720589780949292	0.2732878935410581	2
METTL27	13	1.8743121504107547e-4	0.12820512820512822	7
TBC1D2B	3	1.1512851124198119e-5	0	1
SEMA3E	18	1.8194175899537897e-4	0.1111111111111111	2
PPP1R21	3	1.2722251441043951e-5	0	9
TMEM94	4	1.2791024909122973e-4	0	14
NDUFS8	123	0.001982888660995917	0.37664934026389446	6
CYP7B1	26	7.952518460773908e-4	0.4	8
LEMD3	27	9.726020038735921e-4	0.21082621082621084	10
LIPT2	26	1.6671318708880357e-4	0.4153846153846154	3
TLK2	13	1.1758013903615455e-4	0.11538461538461538	1
MFF	19	5.611679669001549e-5	0.4912280701754386	3
PAM16	25	1.8498645725889418e-4	0.3466666666666667	6
UBAP1	16	2.0613226584416177e-4	0.31666666666666665	1
WASHC5	46	0.001007022545327827	0.44830917874396137	8
DPYSL5	19	1.8684491262836294e-4	0.1286549707602339	5
TRMT10A	17	7.862340241067421e-5	0.47794117647058826	7
NEUROG1	39	1.8388499379308796e-4	0.3940620782726046	2
MPI	51	0.0011312329301259067	0.22901960784313727	10
GSS	7	1.2547445133186139e-5	0.2380952380952381	3
ISCU	51	7.303992101699129e-4	0.312156862745098	6
GLS	40	4.953540856215153e-4	0.2576923076923077	3
BCKDHB	53	9.045840100261756e-4	0.3570391872278665	3
NCF1	25	4.3644231377464065e-4	0.21	2
TPO	24	2.534397906930725e-4	0.2644927536231884	2
TMEM70	29	8.310687542330501e-5	0.38669950738916253	6
YME1L1	62	0.0013838529650168903	0.2147012162876785	3
KMT2E	39	3.398650767779688e-4	0.48582995951417	4
SUZ12	75	7.277949860378967e-4	0.3524324324324324	4
MSTO1	11	1.2184995673930747e-4	0.01818181818181818	1
PHOX2A	16	1.5456577589559163e-4	0.23333333333333334	2
NEFH	56	0.001334627349115088	0.2694805194805195	2
FARS2	64	0.0010254562322451982	0.41617063492063494	7
TMEM270	7	3.4147796098254915e-5	0.2380952380952381	1
VPS37A	47	7.785710672067805e-4	0.4181313598519889	8
EZH2	146	0.0029004539756853774	0.2432687765706188	4
FARSA	47	5.510875132429885e-4	0.46160962072155415	7
TUBB3	63	0.0012208771647819194	0.24372759856630824	2
COX5A	91	5.475171561165376e-4	0.5074481074481074	6
CYP27B1	16	2.063421730700967e-4	0.3	3
CAMK2G	42	3.402284254316133e-4	0.3008130081300813	5
KCND3	49	6.64023706508602e-4	0.3511904761904762	5
NAXD	13	8.15887889049821e-5	0.16666666666666666	3
NSUN3	29	8.594351618644398e-5	0.458128078817734	7
YARS2	66	7.392239539088524e-4	0.4303030303030303	7
MICOS13	15	8.889899591049398e-5	0.31428571428571433	6
B4GAT1	22	9.554158466036827e-5	0.7012987012987013	10
PEX7	34	4.4276901930938474e-4	0.3672014260249554	3
TIMM22	29	1.925881253328826e-4	0.35714285714285715	6
PLG	34	5.542981405102576e-4	0.28163992869875226	2
CEP57	6	6.099841582975318e-6	0.4	1
SH2B1	12	1.3576276262805656e-4	0.16666666666666666	2
IMPDH2	45	5.600952686540774e-4	0.2767676767676768	3
SLC25A22	27	3.385116307885977e-4	0.4700854700854701	5
COX8A	34	1.2915407713057743e-4	0.696969696969697	6
TUFM	143	0.004528079995567363	0.217374175120654	7
TWNK	49	0.0010688730550091887	0.21173469387755103	3
ERCC4	48	4.007628859140897e-4	0.4831560283687943	4
ARID1A	91	7.052916983525426e-4	0.3724053724053724	4
DTYMK	19	1.1252801404215157e-4	0.23391812865497075	3
GLE1	33	2.668016012976113e-4	0.3731060606060606	1
DIS3L2	20	2.61710238486681e-4	0.2263157894736842	1
CNOT1	53	0.00152505717744172	0.14150943396226415	1
NDUFV1	114	0.0010532237534865252	0.4325415308181959	6
PIBF1	13	3.62249430273258e-4	0.16666666666666666	9
GEMIN4	20	1.8544637126807436e-4	0.3368421052631579	1
POLE	87	0.0016802918109044343	0.2785351510291366	4
ZNF462	9	1.012940163677944e-4	0.027777777777777776	1
NEUROD2	14	1.8360934552228884e-4	0.34065934065934067	2
PROP1	15	6.21160372257429e-5	0.4095238095238095	2
USP9X	60	0.002019641191164765	0.1440677966101695	1
GSX2	20	3.582533514506719e-5	0.5473684210526316	2
FGF8	94	0.0019510545959601899	0.2191718142301533	2
FGF13	58	8.559444170086865e-4	0.3508771929824561	2
VPS37D	14	2.966449623705584e-4	0.2967032967032967	1
CKAP2L	13	4.719653461334809e-5	0.6153846153846154	1
KIF1C	35	4.6880617327828354e-4	0.2823529411764706	8
HPD	11	7.871703668723724e-5	0.09090909090909091	3
ROGDI	5	4.07704742794653e-5	0.3	8
MLXIPL	33	4.8278805285848284e-4	0.22348484848484848	1
PCYT1A	17	4.521304295914963e-4	0.0661764705882353	1
CRAT	36	2.539078728613476e-4	0.41111111111111115	3
CRTAP	26	1.6212639384244887e-4	0.5846153846153846	11
TRIT1	49	0.001272217724658762	0.24914965986394558	7
EFEMP2	28	6.440348028407267e-4	0.29365079365079366	11
LTBP4	11	1.0498547102526564e-4	0.32727272727272727	11
COL12A1	29	6.030577438876766e-5	0.6403940886699507	11
SOX11	15	2.597724543702034e-5	0.42857142857142855	2
SOX2	175	0.00727008234248922	0.17129720853858785	2
SMC1A	79	0.001424471300414451	0.25543654657578707	4
PNKP	42	8.554736231957274e-4	0.24738675958188153	4
HADHB	66	5.295652431994864e-4	0.3916083916083916	3
GNPTAB	12	1.136017912576066e-4	0.13636363636363635	3
CTNND2	21	2.0890554179183395e-4	0.24761904761904763	5
MKRN3	13	4.518150503387141e-5	0.5897435897435898	1
BIN1	43	0.0013280677020436058	0.17940199335548174	2
TMX2	8	8.527814206769849e-5	0.14285714285714285	1
ZBTB11	2	4.002500133878747e-6	0	4
SMARCE1	43	1.8849624216787537e-4	0.4573643410852713	4
OPA3	25	2.567551945121339e-4	0.20666666666666667	3
DPM2	48	9.645419183718051e-4	0.3271276595744681	10
FLII	12	1.3337438331240616e-4	0.30303030303030304	1
GAS1	19	3.4468465102353016e-4	0.26900584795321636	2
RFXANK	9	9.679049669963944e-4	0.1111111111111111	4
MED11	15	7.630392091741888e-6	0.838095238095238	4
TRIM8	6	2.61566991415132e-5	0.33333333333333337	2
ALDH5A1	25	6.449676285906e-4	0.3333333333333333	3
DOCK6	9	9.063506927084328e-5	0.25	1
PANK2	24	3.8496324978535537e-4	0.2391304347826087	1
PSEN1	86	0.002468820070380246	0.2049247606019152	1
NDUFAF3	59	1.794394972530477e-4	0.6236119228521333	6
SLC25A20	37	3.4945312681546156e-4	0.3033033033033033	3
MDH2	117	0.002871918328466193	0.26142057176539935	3
EXOSC3	32	4.2721620668451326e-4	0.20967741935483872	1
VPS50	10	1.4521037468118162e-4	0.4444444444444444	8
VAMP2	75	0.0017950386331568844	0.20972972972972972	5
COG4	47	7.049664229155726e-4	0.3561517113783534	8
CRELD1	9	9.436637317629462e-5	0.08333333333333333	2
NR2F1	28	1.1500696491617809e-4	0.3862433862433863	2
EDEM3	16	1.0509856451788584e-4	0.2916666666666667	1
ARV1	20	4.920515816203147e-4	0.13157894736842105	10
ATP13A2	59	0.0015357627541361654	0.2320280537697253	1
HCN1	15	8.294188043260405e-5	0.3619047619047619	5
KCNH5	21	2.0737563537718455e-5	0.6	5
OTUD7A	17	3.1102532329205994e-4	0.13970588235294118	1
HBA1	10	7.597278573772777e-5	0.26666666666666666	3
TFE3	26	3.7269642953209094e-4	0.18769230769230771	1
UBTF	32	5.616419433698986e-4	0.2560483870967742	4
BBS1	53	8.664091073914297e-4	0.444121915820029	9
PPP2R1A	80	0.0018436417487524399	0.21803797468354433	1
PHF6	56	8.890919353782261e-4	0.3032467532467532	4
P4HB	69	0.004080198100390831	0.15089514066496162	11
CASP2	20	2.6279687516345465e-4	0.19999999999999998	1
MRE11	60	6.549852191551172e-4	0.3463276836158192	4
TMEM43	13	1.0174296915537758e-4	0.358974358974359	1
TRAPPC12	9	2.5656950977379536e-5	0.5555555555555556	8
DRG1	21	1.4575650240065562e-4	0.3142857142857143	7
ARPC5	19	2.408558428618914e-4	0.2923976608187135	2
NDUFV2	94	3.8340728293961233e-4	0.5257378174330817	6
FKRP	40	0.0011647299553240124	0.33076923076923076	10
GCSH	51	0.00123819229188133	0.21098039215686273	3
GLRX5	39	4.1924837498554375e-4	0.3090418353576248	6
FBN1	45	0.0010819120115353595	0.3474747474747475	11
MAF	37	4.827580113000252e-4	0.2567567567567568	2
NKX2-5	55	0.0010855530522164564	0.2565656565656566	2
DGCR6	11	3.891257709909934e-5	0.509090909090909	1
D2HGDH	15	4.9352484950941415e-5	0.2857142857142857	3
CHST14	18	2.0831713718032587e-4	0.34640522875817	13
VMA12	17	1.78905568193525e-4	0.6691176470588235	3
KARS1	100	0.003169692411974223	0.27010101010101006	7
UBE3C	16	1.4982789767453594e-4	0.30833333333333335	1
PHACTR1	6	7.455783173332308e-6	0.06666666666666667	2
PLAAT3	9	1.2763784354251158e-4	0.2222222222222222	1
DDHD1	42	6.302889889812988e-4	0.5354239256678281	8
PLA2G6	47	0.0013804407779465639	0.24884366327474564	1
ATP6V0A2	49	0.002508388927749836	0.17006802721088435	3
DSE	8	9.176822610135165e-5	0.32142857142857145	13
DENND5A	10	6.942656595630005e-5	0.08888888888888889	1
TRAPPC6B	30	7.734502922576563e-4	0.2275862068965517	8
HEATR3	6	6.15775336716476e-6	0.26666666666666666	7
CYP11B2	8	4.449898982873938e-5	0.14285714285714285	5
COQ7	26	2.1399713330238796e-4	0.3046153846153846	6
IDH2	84	0.0019172465365617005	0.28284566838783703	1
PLPBP	24	4.960939798550031e-4	0.14130434782608695	3
NDN	30	6.595702237871928e-4	0.18850574712643678	1
SLC35C1	28	2.501605619572334e-4	0.35978835978835977	10
PCBD1	14	1.2278118470278356e-4	0.2087912087912088	3
EML1	17	3.057897911105377e-4	0.13970588235294118	1
NPAP1	11	3.824069988855115e-5	0.6727272727272727	1
CYP2U1	31	3.2293187831170043e-4	0.6043010752688172	8
ADCY6	27	2.499876123943673e-4	0.29059829059829057	2
PCLO	26	2.6651050063602035e-4	0.22153846153846155	5
UPB1	20	4.113634295790116e-4	0.13157894736842105	3
CLCNKA	17	5.7937568840423134e-5	0.6397058823529411	5
PIGS	18	2.2891792370978927e-4	0.3986928104575163	12
VPS33B	31	4.832693833751198e-4	0.31397849462365596	8
EIF4A2	45	8.772948421487344e-4	0.24444444444444446	1
MRPL12	62	8.744202589879769e-4	0.26441036488630354	7
FBLN1	23	1.0606653564681855e-4	0.6047430830039526	11
GABRA5	46	5.847687804024881e-4	0.37294685990338167	5
RNASEH2C	6	1.0539155978859184e-6	0.9333333333333333	1
CWF19L1	10	4.014761235342218e-4	0.08888888888888889	1
CHAT	55	0.0014990035815433222	0.21885521885521886	2
FMN2	7	5.133746688690475e-5	0.3333333333333333	2
LMBR1	6	3.7965186272122686e-5	0.2	2
STRADA	11	1.1204930566056574e-4	0.12727272727272726	5
LIMK1	35	5.912776395815051e-4	0.25210084033613445	1
NDUFA12	81	2.7612895399811385e-4	0.6077160493827161	6
PLCB1	67	0.0013235854417533363	0.20850293984622342	2
TRAF7	8	5.610396193566149e-6	0.2857142857142857	1
RLIM	24	2.5331651946381193e-4	0.213768115942029	1
RBM10	31	7.302261063443555e-4	0.23010752688172043	1
AP1S1	35	2.6461692054601427e-4	0.37142857142857144	1
LUZP1	11	1.7394317526992775e-4	0.03636363636363636	1
RARB	28	4.7206863696552955e-4	0.3544973544973545	4
UGDH	33	0.0010623536547929196	0.13446969696969696	10
KPTN	25	6.907996280301425e-4	0.15333333333333335	2
PRKD1	16	3.529428708240249e-4	0.125	2
TUBA8	33	3.96786630173659e-4	0.3731060606060606	1
SNCA	154	0.006523849456629481	0.16730328495034377	3
NPHP3	46	3.7692779935509e-4	0.5429951690821256	9
SIX6	19	1.6106933436333843e-4	0.28654970760233917	2
DCX	42	4.740248910275281e-4	0.3333333333333333	2
PEX26	22	3.036812628297002e-5	0.7272727272727273	3
PDE2A	21	2.0287770414340845e-4	0.43809523809523815	3
PNPLA2	25	4.6728320844026454e-4	0.35333333333333333	3
PDGFB	46	4.8765457745411763e-4	0.37874396135265703	2
PTCH1	56	8.409997928041611e-4	0.32727272727272727	2
FOXG1	68	0.0010783265993927304	0.2783143107989465	2
DEGS1	16	2.033678005401889e-4	0.31666666666666665	3
SLC6A19	14	2.3600929412288135e-4	0.21978021978021978	3
SLC34A1	9	4.0792880549876455e-5	0.3888888888888889	3
UBA1	69	0.0022207470772718906	0.15004262574595054	1
TBK1	51	0.0011995229944368833	0.23529411764705885	1
TUBB	52	0.0012277974606235331	0.22021116138763197	1
NDUFA4	85	4.908549863998907e-4	0.5350140056022409	6
TBX1	24	2.489014023556306e-4	0.22826086956521738	1
PDPN	11	4.324390247411927e-5	0.2	2
FGFR3	72	9.583243556058922e-4	0.32863849765258213	2
SMPD1	30	5.942525382774788e-4	0.2045977011494253	3
COPB2	45	9.504053780443254e-4	0.2828282828282828	8
MAPT	181	0.009365829583643516	0.14990791896869246	3
TSEN54	27	3.6357949187379966e-4	0.301994301994302	1
ZBTB7A	19	1.8636235677635821e-4	0.28654970760233917	4
TGIF1	9	2.1921288147679188e-5	0.3055555555555556	2
AMER1	26	3.4836898661058945e-4	0.27692307692307694	1
ZMIZ1	11	1.3987970085931054e-4	0.21818181818181817	4
ARID2	61	6.789775275139898e-4	0.4256830601092896	4
MEF2C	63	9.499055461737292e-4	0.22017409114183306	2
PTPN11	106	0.002625017992651284	0.24330637915543574	2
NIPA1	47	8.777412857419349e-4	0.4634597594819611	8
PURA	35	5.950365874040439e-4	0.19327731092436973	1
EIF5A	49	5.590067187605936e-4	0.2925170068027211	7
SMAD4	127	0.003687245819922622	0.2153480814898138	2
BAZ1B	52	0.0010995868282864907	0.2873303167420814	4
SLC20A2	19	4.467254297057706e-4	0.04678362573099415	1
RERE	12	1.4959666865502672e-4	0.15151515151515152	1
HUWE1	71	0.002471040385490641	0.14969818913480887	1
CLN8	10	5.8762003904209297e-5	0.2	3
PPM1D	18	7.348469541069483e-5	0.33333333333333337	4
USP45	14	1.2608052021581353e-4	0.0879120879120879	1
UBE4B	34	8.467751918345939e-4	0.23172905525846704	1
SHMT2	79	0.0015523334940448121	0.21032132424537486	3
EYA1	34	6.808384549174512e-4	0.2727272727272727	2
POU1F1	15	1.7964730192359743e-4	0.30476190476190473	2
POMK	24	1.7242043829102802e-4	0.6159420289855072	10
C2CD3	31	1.1205403931273453e-4	0.7655913978494624	9
TNFRSF11B	18	7.689392437954388e-5	0.5032679738562091	2
DCHS1	8	3.392044806321867e-5	0.42857142857142855	1
CCDC88A	9	6.007218280725899e-5	0.1111111111111111	2
DLK1	27	9.305285310185849e-4	0.2792022792022792	1
WNT7B	17	2.5213992703103324e-5	0.6029411764705882	2
HNRNPA1	92	0.002834123243222738	0.20377448638318205	1
ERBB4	82	0.0012987632541811536	0.3089430894308943	2
USP7	78	0.003167727460171105	0.1978021978021978	1
OTX2	55	9.725296569649349e-4	0.2632996632996633	2
CTNNB1	297	0.027062836465849175	0.10505960505960506	2
KDM3B	33	1.8768659424329732e-4	0.4943181818181818	4
EPB41L1	28	1.4596016124355623e-4	0.25396825396825395	5
TRAPPC11	27	8.200879284466066e-4	0.19373219373219375	8
KCNA4	49	4.273249343717629e-4	0.39625850340136054	5
